city_code,cluster_code,province_code,volume,lat,long
3127,3127,754,2.0,36.631256,49.514771
3140,3140,929,365058.0,36.172997,50.76849
3217,1120,987,136342.0,35.727848,51.868832
3312,1224,987,46038.0,35.687393,51.022392
3333,3333,149,514373.0,36.695541,53.534641
3351,3351,424,1476.0,32.378216,51.273262
3364,1239,929,12702.0,36.031448,51.173874
3365,3365,987,914513.0,35.73761,51.910423
3382,1011,149,6620.0,36.174187,53.266922
3396,1402,289,965.0,35.282082,59.522121
3456,1209,289,899.0,35.260281,57.97205
3478,1011,149,12825.0,36.670204,52.762276
3523,3523,149,3170453.0,36.81514,50.874363
3578,1156,149,2.0,36.68581,52.90699
3617,3617,987,1541.0,35.42234,51.785919
3723,2337,490,40939.0,26.547533,54.888924
3752,2136,490,2.0,27.358379,57.174626
3771,1317,754,7419.0,37.300159,49.218632
3832,1297,424,3593.0,32.715111,52.432518
3837,1895,424,7883.0,33.689751,52.011265
3870,1317,754,7873.0,37.150627,50.176182
3892,3892,149,572062.0,36.601292,52.139378
3914,1120,987,158774.0,35.953618,51.49081
3927,1297,424,5146.0,32.556267,51.50629
3933,1011,149,89937.0,36.06636,52.837914
3935,2108,289,2.0,34.983292,60.318756
4078,2108,289,2.0,36.13649,59.027069
4125,3617,987,2346.0,35.571861,51.087383
4138,1460,424,8991.0,32.394131,51.385895
4161,3124,754,129455.0,37.179142,49.697716
4174,2992,149,247.0,36.416595,52.656513
4192,1317,754,25413.0,37.362389,49.861843
4198,3124,754,28810.0,36.776726,49.752411
4235,4235,754,456697.0,37.151093,49.872372
4247,1011,149,22920.0,36.201221,51.806103
4252,3124,754,214279.0,37.302834,49.320122
4324,4324,149,3776079.0,36.088931,52.921852
4353,2337,490,8073.0,25.643616,57.774564
4380,1239,929,6483.0,35.748386,50.940781
4396,2730,929,1045.0,35.889408,50.614883
4397,1895,424,18927.0,34.058197,51.482487
4404,2108,289,2.0,34.975067,59.623047
4419,4419,289,246388.0,36.207928,58.794029
4516,2337,490,10304.0,26.733498,54.273415
4541,4541,754,2257.0,37.133598,49.367928
4609,4609,929,359056.0,35.838154,50.847981
4611,1209,289,4549.0,36.27899,59.34059
4655,4655,149,4572151.0,36.699024,51.199955
4684,1629,424,2.0,32.905769,51.80904
4729,2451,987,2.0,35.526245,51.403061
4756,4756,149,719216.0,36.570366,51.968861
4791,4791,754,1930665.0,37.2257,49.311001
4797,2451,987,2.0,35.596375,51.304565
4820,1371,289,14329.0,35.24276,58.459881
4879,3617,987,5641.0,35.51601,51.162189
4933,1317,754,12227.0,37.110168,50.113869
4946,1297,424,4288.0,32.704403,51.153179
4973,1239,929,28026.0,35.744541,51.068855
4981,4981,987,455138.0,35.901733,51.519836
4994,1629,424,2.0,32.379417,51.564823
4995,4995,490,19203488.0,26.948942,56.272881
4998,1629,424,2.0,31.528242,51.326473
5163,1675,149,1813.0,36.593922,53.211674
5171,1629,424,2.0,32.845421,51.74332
5241,1629,424,2.0,32.341774,51.500683
5244,1239,929,92976.0,35.950684,50.683861
5262,1239,929,72110.0,35.955669,50.793533
5265,1460,424,12399.0,32.683331,51.533596
5270,4541,754,7767.0,35.951717,52.115266
5297,5297,754,1482060.0,37.797498,48.904184
5303,5303,289,4.0,35.996597,59.593586
5309,1402,289,5886.0,36.5724,59.1928
5383,1629,424,2.0,32.377392,51.318905
5410,2992,149,856.0,36.39558,51.589794
5413,5413,754,7670705.0,37.365501,49.131767
5414,5414,149,905347.0,36.521194,52.67593
5434,1460,424,66633.0,32.864319,51.554676
5506,1054,289,43353.0,36.99456,59.749882
5529,5529,424,142.0,32.554897,51.371861
5640,5640,149,2305861.0,36.493694,51.144955
5657,1239,929,62822.0,35.727562,50.806129
5683,1297,424,3022.0,32.604481,51.547707
5686,1156,149,2.0,35.902943,52.21925
5720,1054,289,118533.0,36.395214,59.298195
5752,2108,289,2.0,36.297783,58.464157
5762,2108,289,2.0,34.739838,60.777138
5799,1524,490,229.0,27.097588,57.07415
5802,1307,149,115659.0,36.682331,51.334121
5818,2670,424,80338.0,33.75201,51.430649
5842,1224,987,16092.0,35.712482,51.112892
5850,1629,424,2.0,32.515644,51.541443
5927,5927,754,919520.0,37.735703,48.945873
5933,2337,490,7855.0,26.733732,54.267502
5936,1307,149,128428.0,36.786312,50.867374
5947,3124,754,144906.0,37.087212,50.191029
5951,2136,490,2.0,27.018154,54.285995
5986,5986,987,1484271.0,35.693954,52.047218
6037,1224,987,54468.0,35.501045,51.225548
6081,1371,289,4695.0,34.562866,60.144295
6093,6093,149,461841.0,36.464352,52.865082
6095,1895,424,166657.0,33.21423,50.318871
6126,1629,424,2.0,32.821888,51.775871
6179,1265,987,1709.0,35.601929,51.06321
6197,3351,424,975.0,33.306801,53.697029
6235,1859,424,459.0,32.141544,52.622619
6248,6248,149,1614453.0,36.676575,52.456791
6249,1460,424,34479.0,31.97666,51.849426
6261,1120,987,46219.0,35.759624,51.962959
6268,6268,149,2163243.0,36.671634,51.289491
6287,1224,987,60420.0,35.477882,50.946919
6379,2108,289,2.0,34.515488,58.181862
6397,2337,490,1493.0,26.458079,57.902054
6418,1120,987,79780.0,36.050816,51.415546
6430,1054,289,9363.0,36.642281,59.120838
6473,2108,289,2.0,35.544697,59.19418
6507,1317,754,6864.0,37.049774,50.236485
6520,6520,490,1890158.0,27.091141,56.457397
6553,1895,424,5811.0,32.986218,50.409138
6563,3617,987,3011.0,35.578758,51.114265
6593,6593,424,113.0,32.193328,51.49924
6603,1629,424,2.0,32.354958,51.380119
6613,1317,754,8813.0,37.256592,50.008205
6662,1224,987,91660.0,35.329395,51.634686
6692,2108,289,2.0,36.105892,59.060467
6720,1895,424,78165.0,31.414553,51.571869
6728,2992,149,283.0,36.37146,52.565693
6733,3124,754,86189.0,37.277164,49.768139
6738,2136,490,2.0,27.943184,56.656979
6752,1011,149,153682.0,36.446316,51.295593
6753,1460,424,39482.0,32.860447,53.095615
6782,3124,754,96352.0,36.884071,49.491573
6862,3124,754,60848.0,36.893909,49.525669
6886,6886,149,2185412.0,36.566883,53.060017
6888,1629,424,2.0,34.041313,54.414467
6912,5529,424,31.0,32.728268,52.679115
6930,1011,149,22157.0,36.641006,52.899826
6986,2670,424,23423.0,33.904133,51.768002
7008,1011,149,53896.0,36.651875,53.293648
7029,2108,289,2.0,36.135738,59.11237
7039,7039,424,201923.0,32.631535,51.35059
7040,1895,424,2876.0,34.080826,51.437946
7049,3124,754,117548.0,37.263592,49.944908
7058,3124,754,91862.0,37.07468,50.399403
7127,7127,149,3607049.0,36.698936,52.649338
7154,1629,424,2.0,32.465576,51.555962
7201,7201,754,544587.0,37.253253,50.252217
7221,7221,149,992347.0,36.682804,52.516685
7222,1120,987,230573.0,35.654701,50.979176
7228,1011,149,126844.0,36.179642,52.974686
7252,1307,149,142734.0,36.698289,52.589626
7256,2136,490,2.0,27.25174,52.867359
7274,7274,149,2449658.0,36.289951,52.880951
7278,1011,149,52937.0,36.725136,53.81105
7280,1895,424,9354.0,33.778317,51.230152
7285,1895,424,15853.0,32.378839,51.19253
7339,7339,754,13307372.0,37.284145,49.590408
7366,1317,754,11964.0,38.154221,48.890347
7399,7399,490,349453.0,26.681817,55.890957
7401,3617,987,2019.0,35.605221,51.026104
7412,7412,149,599717.0,36.85349,50.474754
7416,2670,424,20341.0,32.420319,52.650612
7432,3351,424,655.0,34.035901,51.05459
7458,4541,754,1482.0,37.406818,49.118267
7515,2451,987,2.0,35.558689,51.169491
7562,7562,754,418454.0,37.163815,49.403091
7599,1209,289,387.0,36.29966,59.284773
7613,1317,754,13035.0,37.041752,50.413738
7619,7619,424,9469642.0,32.577637,51.659054
7634,1297,424,2010.0,33.446743,51.170345
7651,7651,754,264270.0,37.550556,49.139702
7766,1239,929,83044.0,35.721559,50.986858
7810,7810,149,6130768.0,36.647083,51.499844
7888,1629,424,2.0,32.776722,51.649837
7896,1120,987,30953.0,35.632957,51.201299
7963,1402,289,1839.0,35.704033,59.848278
7992,1297,424,2122.0,32.804729,51.693562
8008,3127,754,2.0,37.2836,49.379486
8043,8043,149,333609.0,36.74823,51.03511
8122,1317,754,8689.0,37.25235,49.825085
8139,1011,149,28142.0,36.584385,51.686092
8143,1629,424,2.0,32.573837,51.455849
8216,1317,754,29108.0,37.374146,49.758698
8234,8234,987,49.0,35.50494,51.189137
8270,1120,987,19253.0,35.634552,51.133152
8271,3124,754,163511.0,37.422337,49.930534
8304,8304,987,457019.0,35.754559,52.773872
8375,8375,754,355647.0,37.434215,49.878531
8377,2108,289,2.0,34.355602,59.861969
8428,1239,929,4762.0,35.846039,50.884048
8445,1224,987,52087.0,35.474312,51.675701
8503,8503,424,131.0,37.767738,45.836803
8504,2451,987,2.0,35.305553,51.722439
8545,8545,149,2997955.0,36.631439,52.252369
8592,1629,424,2.0,32.668564,52.130466
8593,1629,424,2.0,33.599468,51.228264
8619,1297,424,2945.0,32.629906,51.442719
8628,1895,424,15935.0,32.939987,50.139385
8656,8656,424,5.0,32.319454,52.103912
8682,2136,490,2.0,25.848217,54.653672
8695,1895,424,78337.0,33.58651,51.590858
8699,2451,987,2.0,35.523815,51.355103
8715,8715,490,1779129.0,27.179347,56.278142
8728,1156,149,2.0,36.317166,52.885947
8738,1239,929,19177.0,35.736645,50.899551
8789,1460,424,6121.0,32.699741,51.103882
8837,1307,149,109067.0,36.84795,50.790531
8838,8838,754,579777.0,37.132648,50.300255
8840,1307,149,109578.0,36.687219,52.572572
8856,8856,987,972363.0,35.819401,51.637291
8913,1011,149,87583.0,36.113667,53.057751
8930,1629,424,2.0,32.655102,51.759548
8957,5529,424,162.0,33.701836,51.981644
8978,8978,149,21708063.0,36.915989,50.662334
8979,8979,149,575299.0,36.482399,52.121132
8999,8999,424,3090352.0,33.983395,51.432083
9059,9059,929,1758985.0,35.72472,50.952766
9062,3127,754,2.0,36.701328,49.790562
9063,3124,754,120509.0,37.603432,49.069382
9076,2108,289,4.0,35.241646,60.621616
9077,1120,987,169427.0,36.011219,51.491228
9091,3124,754,170982.0,36.883541,49.907143
9150,1371,289,67564.0,36.209213,57.68232
9220,2337,490,12794.0,26.951206,55.587902
9221,2136,490,2.0,25.657701,57.785668
9308,1013,289,0.0,35.687992,61.090454
9356,9356,289,20414804.0,36.310432,59.575672
9508,1011,149,9866.0,36.678082,53.426044
9547,9547,929,12283939.0,35.939625,50.800458
9581,1307,149,53288.0,36.878063,50.716972
9600,1371,289,15049.0,34.351749,58.685711
9647,5529,424,13.0,33.080444,50.158733
9681,1239,929,6195.0,35.908985,50.770387
9704,1224,987,3153.0,35.367657,51.242989
9749,3351,424,380.0,32.470348,51.461384
9767,2136,490,2.0,26.59618,54.936573
9770,9770,149,7028425.0,36.653988,51.424469
9806,1054,289,79122.0,36.304298,59.376328
9814,9814,754,8938367.0,37.466705,49.4627
9879,9879,754,667390.0,36.97464,50.554722
9880,9880,424,280385.0,32.771557,50.626858
9899,1120,987,73834.0,35.621708,52.150127
9936,2108,289,2.0,34.795189,60.507618
9951,9951,754,452648.0,36.80666,49.418976
