city_code,checkin,horizon,observed,prediction,lower,upper,support,band_source
1013,2025-11-26,5,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1013,2025-11-27,6,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1013,2025-11-28,7,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1013,2025-11-29,8,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1013,2025-11-30,9,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1013,2025-12-01,10,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1013,2025-12-02,11,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1013,2025-12-03,12,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1013,2025-12-04,13,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1013,2025-12-05,14,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1013,2025-12-06,15,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1013,2025-12-07,16,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1013,2025-12-08,17,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1013,2025-12-09,18,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1013,2025-12-10,19,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1013,2025-12-11,20,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1013,2025-12-12,21,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1013,2025-12-13,22,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-14,23,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-15,24,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-16,25,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-17,26,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-18,27,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-19,28,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-20,29,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1013,2025-12-21,30,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1053,2025-11-22,1,539.0,644.6632133549313,539.0,751.1017320936281,4815,horizon
1053,2025-11-23,2,379.0,566.9017388765683,473.3021971214348,660.5012806317018,4815,horizon
1053,2025-11-24,3,332.0,576.6637182725069,481.4524037260364,671.8750328189775,4815,horizon
1053,2025-11-25,4,260.0,548.0706323807625,374.6396041553112,721.5016606062138,6420,horizon
1053,2025-11-26,5,250.0,710.6121125754394,485.7465896444492,935.4776355064296,6420,horizon
1053,2025-11-27,6,286.0,1053.4000142915645,720.0629646166078,1386.7370639665212,6420,horizon
1053,2025-11-28,7,134.0,467.05148805224854,319.2580924176976,614.8448836867994,6420,horizon
1053,2025-11-29,8,80.0,321.8859297819057,180.71942845323287,463.05243111057854,11235,horizon
1053,2025-11-30,9,55.0,310.0756130535223,174.08865185963887,446.0625742474058,11235,horizon
1053,2025-12-01,10,37.0,268.73341767244773,150.87751639518444,386.589318949711,11235,horizon
1053,2025-12-02,11,43.0,302.28292343256953,169.71352923353896,434.8523176316001,11235,horizon
1053,2025-12-03,12,102.0,641.2499890548322,360.0229795572303,922.4769985524341,11235,horizon
1053,2025-12-04,13,80.0,912.0805169779428,512.0778961766495,1312.083137779236,11235,horizon
1053,2025-12-05,14,8.0,248.6343478950677,139.5931076449454,357.67558814519,11235,horizon
1053,2025-12-06,15,14.0,292.7079409111919,137.47326157084072,447.9426202515431,11235,horizon
1053,2025-12-07,16,15.0,297.7467206401126,139.83977571977502,455.6536655604501,11235,horizon
1053,2025-12-08,17,39.0,279.93417866023253,131.47393420820296,428.3944231122621,11235,horizon
1053,2025-12-09,18,19.0,285.3167991768622,134.00193668027705,436.6316616734474,11235,horizon
1053,2025-12-10,19,19.0,423.7838004531241,199.03437217254438,648.5332287337038,11235,horizon
1053,2025-12-11,20,19.0,912.9832382509156,428.79186376409757,1397.1746127377337,11235,horizon
1053,2025-12-12,21,13.0,344.9866942478086,162.02650980069552,527.9468786949217,11235,horizon
1053,2025-12-13,22,16.0,287.0839339791802,39.2718144014425,534.8960535569179,14445,horizon
1053,2025-12-14,23,9.0,271.3952464576667,37.12567122997618,505.6648216853572,14445,horizon
1053,2025-12-15,24,11.0,284.38949006479595,38.90322637265899,529.8757537569329,14445,horizon
1053,2025-12-16,25,19.0,314.44362826230577,43.01449975855843,585.872756766053,14445,horizon
1053,2025-12-17,26,20.0,471.5254778707118,64.5026031092113,878.5483526322123,14445,horizon
1053,2025-12-18,27,12.0,635.1888385438564,86.89102810946986,1183.486648978243,14445,horizon
1053,2025-12-19,28,4.0,357.4910124900864,48.90319182303176,666.078833157141,14445,horizon
1053,2025-12-20,29,4.0,323.25213857951377,44.21946507144031,602.2848120875872,14445,horizon
1053,2025-12-21,30,0.0,266.8397487853616,36.502499265550114,497.17699830517313,14445,horizon
1054,2025-11-22,1,19.0,20.109345283417525,19.0,23.429542373046587,4815,horizon
1054,2025-11-23,2,20.0,23.60382629227085,20.0,27.5009872517742,4815,horizon
1054,2025-11-24,3,4.0,6.582355975150033,5.495561808379356,7.669150141920711,4815,horizon
1054,2025-11-25,4,5.0,7.838467502852339,5.358069177501047,10.31886582820363,6420,horizon
1054,2025-11-26,5,2.0,7.2373321346417825,4.9471565996607145,9.52750766962285,6420,horizon
1054,2025-11-27,6,2.0,9.550755615647525,6.528522222924886,12.572989008370163,6420,horizon
1054,2025-11-28,7,0.0,2.9012628669615683,1.98318958873509,3.8193361451880463,6420,horizon
1054,2025-11-29,8,0.0,2.3544264373196673,1.3218676578248802,3.3869852168144545,11235,horizon
1054,2025-11-30,9,0.0,3.1217860013966794,1.7526935157059012,4.490878487087458,11235,horizon
1054,2025-12-01,10,0.0,3.893483043097458,2.185954604221659,5.601011481973257,11235,horizon
1054,2025-12-02,11,0.0,5.1276962447710215,2.8788904667708746,7.376502022771168,11235,horizon
1054,2025-12-03,12,2.0,11.277705298519141,6.33174757651971,16.223663020518572,11235,horizon
1054,2025-12-04,13,0.0,14.52348480394579,8.154055925018683,20.892913682872894,11235,horizon
1054,2025-12-05,14,0.0,4.965160941499408,2.7876367511125957,7.142685131886221,11235,horizon
1054,2025-12-06,15,0.0,4.830147110277595,2.2685277175937495,7.391766502961441,11235,horizon
1054,2025-12-07,16,0.0,4.184167934638767,1.9651370275240998,6.403198841753434,11235,horizon
1054,2025-12-08,17,0.0,4.094093660943641,1.9228327287409983,6.265354593146284,11235,horizon
1054,2025-12-09,18,1.0,6.020431901104087,2.8275570759490463,9.213306726259127,11235,horizon
1054,2025-12-10,19,1.0,8.218621109181413,3.859958995225637,12.57728322313719,11235,horizon
1054,2025-12-11,20,1.0,17.94223999430246,8.426755503199368,27.457724485405556,11235,horizon
1054,2025-12-12,21,0.0,5.219087673063321,2.451197608806488,7.986977737320153,11235,horizon
1054,2025-12-13,22,0.0,3.976666150800513,0.543990368412822,7.409341933188204,14445,horizon
1054,2025-12-14,23,0.0,3.6594293245313083,0.5005937715017232,6.818264877560893,14445,horizon
1054,2025-12-15,24,0.0,4.851075370491088,0.6636056882624128,9.038545052719764,14445,horizon
1054,2025-12-16,25,0.0,5.858790887517312,0.8014567209049339,10.91612505412969,14445,horizon
1054,2025-12-17,26,0.0,7.84562919860707,1.0732474279545698,14.61801096925957,14445,horizon
1054,2025-12-18,27,0.0,14.76093656939263,2.0192309381781453,27.502642200607113,14445,horizon
1054,2025-12-19,28,0.0,7.700271161721943,1.0533630904119313,14.347179233031955,14445,horizon
1054,2025-12-20,29,0.0,4.843778154046136,0.6626074612773589,9.024948846814913,14445,horizon
1054,2025-12-21,30,0.0,2.9197049590788837,0.39940274494159844,5.440007173216169,14445,horizon
1120,2025-11-22,1,16.0,19.178656882677522,16.012123121015513,22.34519064433953,4815,horizon
1120,2025-11-23,2,16.0,21.751532934204246,18.16019888899946,25.34286697940903,4815,horizon
1120,2025-11-24,3,8.0,15.932627268664659,13.30203627020054,18.563218267128775,4815,horizon
1120,2025-11-25,4,5.0,12.845798440147297,8.780884357496946,16.910712522797645,6420,horizon
1120,2025-11-26,5,8.0,19.475437939608447,13.312646088610858,25.638229790606037,6420,horizon
1120,2025-11-27,6,32.0,77.28420717525476,52.82845508036527,101.73995927014425,6420,horizon
1120,2025-11-28,7,7.0,19.6194173460631,13.41106476798139,25.827769924144807,6420,horizon
1120,2025-11-29,8,0.0,9.591151596222028,5.3848499555478,13.797453236896256,11235,horizon
1120,2025-11-30,9,4.0,15.767600793938078,8.852551602643587,22.68264998523257,11235,horizon
1120,2025-12-01,10,2.0,15.473312736776553,8.687326705963953,22.25929876758915,11235,horizon
1120,2025-12-02,11,8.0,20.00513241968469,11.231668620825456,28.77859621854392,11235,horizon
1120,2025-12-03,12,0.0,14.756611261525306,8.284942292744176,21.228280230306435,11235,horizon
1120,2025-12-04,13,6.0,64.30082329596331,36.101012687917844,92.50063390400878,11235,horizon
1120,2025-12-05,14,5.0,25.5394565835469,14.338856003777407,36.74005716331639,11235,horizon
1120,2025-12-06,15,0.0,17.084898559577578,8.024096378392047,26.14570074076311,11235,horizon
1120,2025-12-07,16,0.0,16.194379116111435,7.605854864327064,24.782903367895806,11235,horizon
1120,2025-12-08,17,0.0,16.79225017074895,7.886651086062484,25.697849255435415,11235,horizon
1120,2025-12-09,18,1.0,16.82944202260773,7.904118617564942,25.75476542765052,11235,horizon
1120,2025-12-10,19,0.0,20.96918026797738,9.848388789631036,32.08997174632372,11235,horizon
1120,2025-12-11,20,0.0,63.16450254020392,29.665851061881696,96.66315401852614,11235,horizon
1120,2025-12-12,21,0.0,20.88471358628755,9.808718153467838,31.960709019107263,11235,horizon
1120,2025-12-13,22,0.0,18.012739064511027,2.464063159502304,33.56141496951975,14445,horizon
1120,2025-12-14,23,0.0,16.337318333901017,2.234873002237645,30.43976366556439,14445,horizon
1120,2025-12-15,24,0.0,20.288454320121804,2.775370956877545,37.801537683366064,14445,horizon
1120,2025-12-16,25,0.0,20.790025814822677,2.8439837224054685,38.736067907239885,14445,horizon
1120,2025-12-17,26,0.0,23.101039875008578,3.160120240366542,43.04195950965061,14445,horizon
1120,2025-12-18,27,0.0,50.90268495201517,6.963262514424137,94.84210738960621,14445,horizon
1120,2025-12-19,28,2.0,25.18704477786981,3.4454764992493736,46.92861305649025,14445,horizon
1120,2025-12-20,29,0.0,18.913385768004666,2.5872676512710377,35.2395038847383,14445,horizon
1120,2025-12-21,30,1.0,14.232452758154931,1.9469366865931743,26.517968829716686,14445,horizon
1156,2025-11-22,1,0.0,1.3489376408701964e-16,0.0,0.16510716996673924,4815,horizon
1156,2025-11-23,2,0.0,1.3489376408701964e-16,0.0,0.16510716996673924,4815,horizon
1156,2025-11-24,3,0.0,1.3489376408701964e-16,0.0,0.16510716996673924,4815,horizon
1156,2025-11-25,4,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1156,2025-11-26,5,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1156,2025-11-27,6,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1156,2025-11-28,7,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1156,2025-11-29,8,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1156,2025-11-30,9,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1156,2025-12-01,10,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1156,2025-12-02,11,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1156,2025-12-03,12,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1156,2025-12-04,13,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1156,2025-12-05,14,0.0,1.5006439558569507e-16,0.0,0.4385606460783187,11235,horizon
1156,2025-12-06,15,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1156,2025-12-07,16,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1156,2025-12-08,17,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1156,2025-12-09,18,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1156,2025-12-10,19,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1156,2025-12-11,20,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1156,2025-12-12,21,0.0,2.0936493878579075e-16,0.0,0.530339829036103,11235,horizon
1156,2025-12-13,22,0.0,0.00010846784112831061,0.0,0.8633128838559564,14445,horizon
1156,2025-12-14,23,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1156,2025-12-15,24,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1156,2025-12-16,25,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1156,2025-12-17,26,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1156,2025-12-18,27,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1156,2025-12-19,28,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1156,2025-12-20,29,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1156,2025-12-21,30,0.0,2.085521617919071e-16,0.0,0.8632044160148283,14445,horizon
1173,2025-11-22,1,0.0,0.002869666073296187,0.0,0.1679768360400353,4815,horizon
1173,2025-11-23,2,0.0,0.07996026382823436,0.0,0.24506743379497348,4815,horizon
1173,2025-11-24,3,7.0,7.706807119189054,7.0,8.979256232117876,4815,horizon
1173,2025-11-25,4,2.0,2.7138890171185794,2.0,3.5726698656454956,6420,horizon
1173,2025-11-26,5,0.0,1.3248521956380441,0.905617036953928,1.7440873543221602,6420,horizon
1173,2025-11-27,6,3.0,8.104841188695303,5.540151789350005,10.669530588040601,6420,horizon
1173,2025-11-28,7,0.0,0.39508683418638446,0.07864764190183388,0.7115260264709351,6420,horizon
1173,2025-11-29,8,0.0,0.28596372163004524,0.0,0.7245243677083637,11235,horizon
1173,2025-11-30,9,0.0,0.5633867071839371,0.12482606110561861,1.0019473532622556,11235,horizon
1173,2025-12-01,10,0.0,0.51570529782221,0.07714465174389146,0.9542659439005285,11235,horizon
1173,2025-12-02,11,0.0,0.7000436336299423,0.26148298755162375,1.1386042797082607,11235,horizon
1173,2025-12-03,12,0.0,1.8066891784024874,1.014346405059586,2.599031951745389,11235,horizon
1173,2025-12-04,13,0.0,7.1567003338042,4.018053211622112,10.295347455986288,11235,horizon
1173,2025-12-05,14,0.0,1.120114837569532,0.6288765507231273,1.6113531244159367,11235,horizon
1173,2025-12-06,15,0.0,1.3869768243261027,0.6514077724359606,2.122545876216245,11235,horizon
1173,2025-12-07,16,0.0,1.409944335679858,0.6621946977449806,2.1576939736147356,11235,horizon
1173,2025-12-08,17,0.0,1.38818057432981,0.6519731258684995,2.1243880227911203,11235,horizon
1173,2025-12-09,18,0.0,1.3584869744714756,0.6380272246825007,2.0789467242604505,11235,horizon
1173,2025-12-10,19,0.0,2.5627987810054718,1.2036445136330973,3.921953048377846,11235,horizon
1173,2025-12-11,20,0.0,9.118776866649208,4.282726302172098,13.954827431126319,11235,horizon
1173,2025-12-12,21,0.0,1.4542577243687187,0.6830069314525805,2.2255085172848568,11235,horizon
1173,2025-12-13,22,0.0,1.17061071978084,0.1601343770317225,2.1810870625299574,14445,horizon
1173,2025-12-14,23,0.0,1.053854778459231,0.1441626798548944,1.9635468770635676,14445,horizon
1173,2025-12-15,24,0.0,1.7805602561717604,0.24357278006380323,3.3175477322797176,14445,horizon
1173,2025-12-16,25,0.0,1.7674831577439996,0.24178389074754603,3.2931824247404533,14445,horizon
1173,2025-12-17,26,0.0,3.5782551645858662,0.489489504887481,6.6670208242842515,14445,horizon
1173,2025-12-18,27,0.0,7.929364560035974,1.0847020556214462,14.7740270644505,14445,horizon
1173,2025-12-19,28,0.0,2.1893726364073642,0.29949650835850083,4.079248764456228,14445,horizon
1173,2025-12-20,29,0.0,1.6813735186806706,0.23000447238512556,3.1327425649762155,14445,horizon
1173,2025-12-21,30,0.0,1.0512334894801185,0.1438040990982029,1.9586628798620342,14445,horizon
1177,2025-11-22,1,36.0,41.45906462875335,36.0,48.30425345907496,4815,horizon
1177,2025-11-23,2,44.0,56.45767799633178,47.136110559464,65.77924543319956,4815,horizon
1177,2025-11-24,3,31.0,43.81116841050523,36.57763038131051,51.04470643969995,4815,horizon
1177,2025-11-25,4,27.0,43.11715912731054,29.473200119459957,56.76111813516113,6420,horizon
1177,2025-11-26,5,40.0,83.2905052857483,56.93412506815402,109.64688550334257,6420,horizon
1177,2025-11-27,6,38.0,126.84433303522671,86.70581474368703,166.9828513267664,6420,horizon
1177,2025-11-28,7,4.0,19.35669104630957,13.231475366313777,25.481906726305365,6420,horizon
1177,2025-11-29,8,1.0,9.553261343578425,5.363576876583646,13.742945810573204,11235,horizon
1177,2025-11-30,9,4.0,17.50036411576734,9.825393122550594,25.175335108984086,11235,horizon
1177,2025-12-01,10,6.0,20.913885395799284,11.74187830460964,30.085892486988925,11235,horizon
1177,2025-12-02,11,8.0,25.87155612446437,14.525309755467797,37.217802493460944,11235,horizon
1177,2025-12-03,12,7.0,44.78159373203982,25.142149052499658,64.42103841157999,11235,horizon
1177,2025-12-04,13,14.0,123.33605189615808,69.24571329182997,177.4263905004862,11235,horizon
1177,2025-12-05,14,2.0,23.92660938075539,13.43334011226775,34.41987864924303,11235,horizon
1177,2025-12-06,15,1.0,23.858754037870046,11.20550650041162,36.51200157532847,11235,horizon
1177,2025-12-07,16,1.0,20.37828489108563,9.57086876589828,31.18570101627298,11235,horizon
1177,2025-12-08,17,1.0,19.684847133795305,9.245188670256486,30.124505597334124,11235,horizon
1177,2025-12-09,18,2.0,22.890383576140156,10.750701463799171,35.030065688481145,11235,horizon
1177,2025-12-10,19,1.0,37.547780367624824,17.634696946773538,57.46086378847611,11235,horizon
1177,2025-12-11,20,1.0,126.28217168756899,59.30970634447587,193.2546370306621,11235,horizon
1177,2025-12-12,21,0.0,29.43241379831744,13.823232496397937,45.04159510023695,11235,horizon
1177,2025-12-13,22,0.0,19.916395941802218,2.7244750137387435,37.10831686986569,14445,horizon
1177,2025-12-14,23,2.0,19.892911008682063,2.721262378597718,37.06455963876641,14445,horizon
1177,2025-12-15,24,2.0,23.704092656657124,3.2426151978060354,44.16557011550822,14445,horizon
1177,2025-12-16,25,0.0,26.60257625472775,3.6391149542755485,49.56603755517995,14445,horizon
1177,2025-12-17,26,3.0,46.32179569334843,6.336617093113418,86.30697429358344,14445,horizon
1177,2025-12-18,27,6.0,92.96651998829203,12.717409392867566,173.21563058371652,14445,horizon
1177,2025-12-19,28,2.0,37.9288787363978,5.188503116648306,70.66925435614729,14445,horizon
1177,2025-12-20,29,1.0,24.109063337315664,3.2980133985635938,44.92011327606774,14445,horizon
1177,2025-12-21,30,1.0,19.55182745061129,2.674603654083686,36.4290512471389,14445,horizon
1183,2025-11-22,1,31189.0,37351.060119315116,31189.0,43517.98795087277,4815,horizon
1183,2025-11-23,2,26662.0,38184.75982390274,31880.18219351852,44489.337454286964,4815,horizon
1183,2025-11-24,3,23185.0,36812.29540202456,30734.321488216683,42890.26931583244,4815,horizon
1183,2025-11-25,4,21661.0,36288.74290696393,24805.562412462554,47771.92340146531,6420,horizon
1183,2025-11-26,5,20506.0,41839.54301028464,28599.871814555452,55079.21420601382,6420,horizon
1183,2025-11-27,6,21334.0,50982.540624479116,34849.66664865466,67115.41460030357,6420,horizon
1183,2025-11-28,7,12597.0,31088.927146412505,21251.17215120849,40926.68214161652,6420,horizon
1183,2025-11-29,8,11806.0,32530.557680723614,18263.93528697746,46797.18007446977,11235,horizon
1183,2025-11-30,9,11493.0,32127.75471644022,18037.785850952452,46217.72358192799,11235,horizon
1183,2025-12-01,10,10991.0,33362.31615317687,18730.9172263705,47993.715079983245,11235,horizon
1183,2025-12-02,11,10815.0,33909.145409867444,19037.92869095233,48780.36212878256,11235,horizon
1183,2025-12-03,12,11064.0,40928.90068197651,22979.095555613563,58878.705808339466,11235,horizon
1183,2025-12-04,13,12032.0,55461.880599235395,31138.48241091616,79785.27878755463,11235,horizon
1183,2025-12-05,14,8997.0,39411.10317097676,22126.944301653926,56695.262040299596,11235,horizon
1183,2025-12-06,15,8560.0,37072.05019204698,17411.265431178967,56732.834952915,11235,horizon
1183,2025-12-07,16,8375.0,35469.57908742472,16658.648578217366,54280.509596632066,11235,horizon
1183,2025-12-08,17,8087.0,37748.28302198962,17728.865057701223,57767.70098627802,11235,horizon
1183,2025-12-09,18,8003.0,38740.40093020254,18194.823324088848,59285.97853631622,11235,horizon
1183,2025-12-10,19,8261.0,47792.551259674095,22446.25779541936,73138.84472392884,11235,horizon
1183,2025-12-11,20,8891.0,61041.1409246,28668.59268247898,93413.68916672101,11235,horizon
1183,2025-12-12,21,6767.0,37807.108603721834,17756.493090474625,57857.72411696904,11235,horizon
1183,2025-12-13,22,6772.0,37557.9513089167,6772.0,69978.14073524349,14445,horizon
1183,2025-12-14,23,6528.0,35573.33296015712,6528.0,66280.39106373058,14445,horizon
1183,2025-12-15,24,6336.0,38679.16124341859,6336.0,72067.1840364871,14445,horizon
1183,2025-12-16,25,6241.0,38776.62330037697,6241.0,72248.77577140584,14445,horizon
1183,2025-12-17,26,6309.0,44063.135154139694,6309.0,82098.6280026513,14445,horizon
1183,2025-12-18,27,6492.0,57683.67387464271,7890.871854091951,107476.47589519346,14445,horizon
1183,2025-12-19,28,5030.0,37969.88041532897,5194.111965262069,70745.64886539587,14445,horizon
1183,2025-12-20,29,5034.0,35214.13956720123,5034.0,65611.14034777181,14445,horizon
1183,2025-12-21,30,2692.0,28492.237698204608,3897.6122949702294,53086.86310143898,14445,horizon
1209,2025-11-22,1,0.0,1.3489376408701964e-16,0.0,0.16510716996673924,4815,horizon
1209,2025-11-23,2,1.0,1.0,1.0,1.165107169966739,4815,horizon
1209,2025-11-24,3,0.0,1.3489376408701964e-16,0.0,0.16510716996673924,4815,horizon
1209,2025-11-25,4,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1209,2025-11-26,5,0.0,1.3489376408701964e-16,0.0,0.3164391922845507,6420,horizon
1209,2025-11-27,6,2.0,5.478856682530828,3.74513169926796,7.212581665793696,6420,horizon
1209,2025-11-28,7,0.0,0.0,0.0,0.3164391922845506,6420,horizon
1209,2025-11-29,8,0.0,0.00011415518465412234,0.0,0.43867480126297265,11235,horizon
1209,2025-11-30,9,0.0,0.0013931066010971006,0.0,0.4399537526794156,11235,horizon
1209,2025-12-01,10,1.0,3.041797669584942,1.7077849183722462,4.375810420797638,11235,horizon
1209,2025-12-02,11,1.0,3.4979687646354436,1.9638973232551458,5.032040206015742,11235,horizon
1209,2025-12-03,12,0.0,0.0,0.0,0.4385606460783185,11235,horizon
1209,2025-12-04,13,0.0,0.005182880160411686,0.0,0.4437435262387302,11235,horizon
1209,2025-12-05,14,0.0,1.9574079181643212e-05,0.0,0.43858022015750014,11235,horizon
1209,2025-12-06,15,3.0,4.623025005137538,3.0,7.074799295991808,11235,horizon
1209,2025-12-07,16,3.0,4.665082588966648,3.0,7.139161691638519,11235,horizon
1209,2025-12-08,17,3.0,4.9560851466257985,3.0,7.584494495975693,11235,horizon
1209,2025-12-09,18,2.0,4.464875398090006,2.0969741427994513,6.832776653380561,11235,horizon
1209,2025-12-10,19,2.0,4.805369328257086,2.256890580253891,7.353848076260281,11235,horizon
1209,2025-12-11,20,2.0,7.576516036948531,3.558387817223956,11.594644256673106,11235,horizon
1209,2025-12-12,21,2.0,4.010271007741661,2.0,6.137077448375813,11235,horizon
1209,2025-12-13,22,2.0,3.522609225206459,2.0,6.563341064299246,14445,horizon
1209,2025-12-14,23,2.0,3.3769951764154404,2.0,6.292032325558022,14445,horizon
1209,2025-12-15,24,2.0,4.196953257797016,2.0,7.81978184373522,14445,horizon
1209,2025-12-16,25,2.0,5.060635165775116,2.0,9.428997788712127,14445,horizon
