cluster_code,checkin,predicted_demand
1265,2025-11-29,31
1265,2025-11-30,43
1265,2025-12-01,49
1265,2025-12-02,54
1265,2025-12-03,58
1265,2025-12-04,80
1265,2025-12-05,46
1265,2025-12-06,50
1265,2025-12-07,42
1265,2025-12-08,46
1265,2025-12-09,56
1265,2025-12-10,56
1265,2025-12-11,58
1265,2025-12-12,35
1265,2025-12-13,50
1265,2025-12-14,45
1265,2025-12-15,49
1265,2025-12-16,50
1265,2025-12-17,48
1265,2025-12-18,50
1265,2025-12-19,34
1265,2025-12-20,46
1265,2025-12-21,40
1297,2025-11-22,0
1297,2025-11-23,0
1297,2025-11-24,0
1297,2025-11-25,0
1297,2025-11-26,1
1297,2025-11-27,2
1297,2025-11-28,0
1297,2025-11-29,0
1297,2025-11-30,0
1297,2025-12-01,0
1297,2025-12-02,0
1297,2025-12-03,0
1297,2025-12-04,0
1297,2025-12-05,0
1297,2025-12-06,0
1297,2025-12-07,0
1297,2025-12-08,0
1297,2025-12-09,0
1297,2025-12-10,0
1297,2025-12-11,1
1297,2025-12-12,0
1297,2025-12-13,0
1297,2025-12-14,0
1297,2025-12-15,0
1297,2025-12-16,0
1297,2025-12-17,0
1297,2025-12-18,1
1297,2025-12-19,0
1297,2025-12-20,0
1297,2025-12-21,0
1299,2025-11-22,163
1299,2025-11-23,398
1299,2025-11-24,155
1299,2025-11-25,207
1299,2025-11-26,323
1299,2025-11-27,1288
1299,2025-11-28,198
1299,2025-11-29,186
1299,2025-11-30,194
1299,2025-12-01,201
1299,2025-12-02,164
1299,2025-12-03,369
1299,2025-12-04,921
1299,2025-12-05,269
1299,2025-12-06,189
1299,2025-12-07,168
1299,2025-12-08,264
1299,2025-12-09,290
1299,2025-12-10,305
1299,2025-12-11,960
1299,2025-12-12,267
1299,2025-12-13,197
1299,2025-12-14,168
1299,2025-12-15,177
1299,2025-12-16,231
1299,2025-12-17,354
1299,2025-12-18,954
1299,2025-12-19,277
1299,2025-12-20,232
1299,2025-12-21,182
1307,2025-11-22,1
1307,2025-11-23,0
1307,2025-11-24,0
1307,2025-11-25,0
1307,2025-11-26,0
1307,2025-11-27,0
1307,2025-11-28,0
1307,2025-11-29,0
1307,2025-11-30,0
1307,2025-12-01,0
1307,2025-12-02,0
1307,2025-12-03,0
1307,2025-12-04,0
1307,2025-12-05,0
1307,2025-12-06,0
1307,2025-12-07,0
1307,2025-12-08,0
1307,2025-12-09,0
1307,2025-12-10,0
1307,2025-12-11,0
1307,2025-12-12,0
1307,2025-12-13,0
1307,2025-12-14,0
1307,2025-12-15,0
1307,2025-12-16,0
1307,2025-12-17,0
1307,2025-12-18,0
1307,2025-12-19,0
1307,2025-12-20,0
1307,2025-12-21,0
1317,2025-11-22,31
1317,2025-11-23,22
1317,2025-11-24,29
1317,2025-11-25,22
1317,2025-11-26,28
1317,2025-11-27,22
1317,2025-11-28,4
1317,2025-11-29,4
1317,2025-11-30,5
1317,2025-12-01,5
1317,2025-12-02,11
1317,2025-12-03,25
1317,2025-12-04,45
1317,2025-12-05,6
1317,2025-12-06,9
1317,2025-12-07,8
1317,2025-12-08,8
1317,2025-12-09,11
1317,2025-12-10,15
1317,2025-12-11,30
1317,2025-12-12,8
1317,2025-12-13,7
1317,2025-12-14,6
1317,2025-12-15,12
1317,2025-12-16,12
1317,2025-12-17,18
1317,2025-12-18,26
1317,2025-12-19,10
1317,2025-12-20,8
1317,2025-12-21,5
1370,2025-11-22,0
1370,2025-11-23,0
1370,2025-11-24,0
1370,2025-11-25,0
1370,2025-11-26,0
1370,2025-11-27,0
1370,2025-11-28,0
1370,2025-11-29,0
1370,2025-11-30,0
1370,2025-12-01,0
1370,2025-12-02,0
1370,2025-12-03,0
1370,2025-12-04,0
1370,2025-12-05,0
1370,2025-12-06,0
1370,2025-12-07,0
1370,2025-12-08,0
1370,2025-12-09,0
1370,2025-12-10,0
1370,2025-12-11,0
1370,2025-12-12,0
1370,2025-12-13,0
1370,2025-12-14,0
1370,2025-12-15,0
1370,2025-12-16,0
1370,2025-12-17,0
1370,2025-12-18,0
1370,2025-12-19,0
1370,2025-12-20,0
1370,2025-12-21,0
1371,2025-11-22,10
1371,2025-11-23,11
1371,2025-11-24,13
1371,2025-11-25,13
1371,2025-11-26,15
1371,2025-11-27,21
1371,2025-11-28,12
1371,2025-11-29,17
1371,2025-11-30,15
1371,2025-12-01,15
1371,2025-12-02,24
1371,2025-12-03,20
1371,2025-12-04,18
1371,2025-12-05,17
1371,2025-12-06,15
1371,2025-12-07,15
1371,2025-12-08,14
1371,2025-12-09,17
1371,2025-12-10,15
1371,2025-12-11,20
1371,2025-12-12,13
1371,2025-12-13,14
1371,2025-12-14,14
1371,2025-12-15,18
1371,2025-12-16,17
1371,2025-12-17,15
1371,2025-12-18,18
1371,2025-12-19,12
1371,2025-12-20,14
1371,2025-12-21,11
1402,2025-11-22,0
1402,2025-11-23,0
1402,2025-11-24,0
1402,2025-11-25,0
1402,2025-11-26,0
1402,2025-11-27,1
1402,2025-11-28,0
1402,2025-11-29,0
1402,2025-11-30,0
1402,2025-12-01,0
1402,2025-12-02,0
1402,2025-12-03,0
1402,2025-12-04,0
1402,2025-12-05,0
1402,2025-12-06,0
1402,2025-12-07,0
1402,2025-12-08,0
1402,2025-12-09,0
1402,2025-12-10,0
1402,2025-12-11,0
1402,2025-12-12,0
1402,2025-12-13,0
1402,2025-12-14,0
1402,2025-12-15,0
1402,2025-12-16,0
1402,2025-12-17,0
1402,2025-12-18,0
1402,2025-12-19,0
1402,2025-12-20,0
1402,2025-12-21,0
1460,2025-11-22,0
1460,2025-11-23,0
1460,2025-11-24,1
1460,2025-11-25,1
1460,2025-11-26,2
1460,2025-11-27,1
1460,2025-11-28,2
1460,2025-11-29,2
1460,2025-11-30,2
1460,2025-12-01,3
1460,2025-12-02,3
1460,2025-12-03,3
1460,2025-12-04,4
1460,2025-12-05,3
1460,2025-12-06,8
1460,2025-12-07,8
1460,2025-12-08,10
1460,2025-12-09,10
1460,2025-12-10,11
1460,2025-12-11,14
1460,2025-12-12,9
1460,2025-12-13,10
1460,2025-12-14,10
1460,2025-12-15,12
1460,2025-12-16,13
1460,2025-12-17,13
1460,2025-12-18,14
1460,2025-12-19,10
1460,2025-12-20,11
1460,2025-12-21,10
1494,2025-11-22,0
1494,2025-11-23,0
1494,2025-11-24,0
1494,2025-11-25,0
1494,2025-11-26,0
1494,2025-11-27,0
1494,2025-11-28,0
1494,2025-11-29,0
1494,2025-11-30,0
1494,2025-12-01,0
1494,2025-12-02,0
1494,2025-12-03,0
1494,2025-12-04,0
1494,2025-12-05,0
1494,2025-12-06,0
1494,2025-12-07,0
1494,2025-12-08,0
1494,2025-12-09,0
1494,2025-12-10,0
1494,2025-12-11,0
1494,2025-12-12,0
1494,2025-12-13,0
1494,2025-12-14,0
1494,2025-12-15,0
1494,2025-12-16,0
1494,2025-12-17,0
1494,2025-12-18,0
1494,2025-12-19,0
1494,2025-12-20,0
1494,2025-12-21,0
1496,2025-11-22,163
1496,2025-11-23,108
1496,2025-11-24,148
1496,2025-11-25,166
1496,2025-11-26,271
1496,2025-11-27,299
1496,2025-11-28,133
1496,2025-11-29,143
1496,2025-11-30,146
1496,2025-12-01,125
1496,2025-12-02,106
1496,2025-12-03,184
1496,2025-12-04,284
1496,2025-12-05,98
1496,2025-12-06,82
1496,2025-12-07,82
1496,2025-12-08,82
1496,2025-12-09,88
1496,2025-12-10,121
1496,2025-12-11,271
1496,2025-12-12,95
1496,2025-12-13,84
1496,2025-12-14,75
1496,2025-12-15,85
1496,2025-12-16,98
1496,2025-12-17,146
1496,2025-12-18,196
1496,2025-12-19,97
1496,2025-12-20,81
1496,2025-12-21,65
1524,2025-11-22,11
1524,2025-11-23,11
1524,2025-11-24,12
1524,2025-11-25,14
1524,2025-11-26,13
1524,2025-11-27,8
1524,2025-11-28,4
1524,2025-11-29,3
1524,2025-11-30,9
1524,2025-12-01,5
1524,2025-12-02,3
1524,2025-12-03,7
1524,2025-12-04,6
1524,2025-12-05,0
1524,2025-12-06,0
1524,2025-12-07,0
1524,2025-12-08,0
1524,2025-12-09,0
1524,2025-12-10,7
1524,2025-12-11,3
1524,2025-12-12,0
1524,2025-12-13,0
1524,2025-12-14,4
1524,2025-12-15,8
1524,2025-12-16,9
1524,2025-12-17,10
1524,2025-12-18,8
1524,2025-12-19,4
1524,2025-12-20,0
1524,2025-12-21,0
1553,2025-11-22,0
1553,2025-11-23,0
1553,2025-11-24,0
1553,2025-11-25,0
1553,2025-11-26,0
1553,2025-11-27,0
1553,2025-11-28,0
1553,2025-11-29,0
1553,2025-11-30,0
1553,2025-12-01,0
1553,2025-12-02,0
1553,2025-12-03,0
1553,2025-12-04,0
1553,2025-12-05,0
1553,2025-12-06,0
1553,2025-12-07,0
1553,2025-12-08,0
1553,2025-12-09,0
1553,2025-12-10,0
1553,2025-12-11,0
1553,2025-12-12,0
1553,2025-12-13,0
1553,2025-12-14,0
1553,2025-12-15,0
1553,2025-12-16,0
1553,2025-12-17,0
1553,2025-12-18,0
1553,2025-12-19,0
1553,2025-12-20,0
1553,2025-12-21,0
1572,2025-11-22,4
1572,2025-11-23,6
1572,2025-11-24,6
1572,2025-11-25,4
1572,2025-11-26,4
1572,2025-11-27,10
1572,2025-11-28,10
1572,2025-11-29,10
1572,2025-11-30,12
1572,2025-12-01,6
1572,2025-12-02,5
1572,2025-12-03,4
1572,2025-12-04,6
1572,2025-12-05,4
1572,2025-12-06,6
1572,2025-12-07,5
1572,2025-12-08,5
1572,2025-12-09,7
1572,2025-12-10,7
1572,2025-12-11,9
1572,2025-12-12,5
1572,2025-12-13,5
1572,2025-12-14,5
1572,2025-12-15,7
1572,2025-12-16,7
1572,2025-12-17,7
1572,2025-12-18,7
1572,2025-12-19,6
1572,2025-12-20,6
1572,2025-12-21,4
1629,2025-11-22,0
1629,2025-11-23,0
1629,2025-11-24,0
1629,2025-11-25,0
1629,2025-11-26,0
1629,2025-11-27,0
1629,2025-11-28,0
1629,2025-11-29,0
1629,2025-11-30,0
1629,2025-12-01,0
1629,2025-12-02,0
1629,2025-12-03,0
1629,2025-12-04,0
1629,2025-12-05,0
1629,2025-12-06,0
1629,2025-12-07,0
1629,2025-12-08,0
1629,2025-12-09,0
1629,2025-12-10,0
1629,2025-12-11,0
1629,2025-12-12,0
1629,2025-12-13,0
1629,2025-12-14,0
1629,2025-12-15,0
1629,2025-12-16,0
1629,2025-12-17,0
1629,2025-12-18,0
1629,2025-12-19,0
1629,2025-12-20,0
1629,2025-12-21,0
1638,2025-11-22,2924
1638,2025-11-23,2658
1638,2025-11-24,2140
1638,2025-11-25,2332
1638,2025-11-26,3529
1638,2025-11-27,4190
1638,2025-11-28,1437
1638,2025-11-29,1181
1638,2025-11-30,1307
1638,2025-12-01,1272
1638,2025-12-02,1242
1638,2025-12-03,2300
1638,2025-12-04,4466
1638,2025-12-05,1671
1638,2025-12-06,1325
1638,2025-12-07,1233
1638,2025-12-08,1240
1638,2025-12-09,1389
1638,2025-12-10,1964
1638,2025-12-11,3590
1638,2025-12-12,1478
1638,2025-12-13,1251
1638,2025-12-14,1126
1638,2025-12-15,1245
1638,2025-12-16,1454
1638,2025-12-17,2087
1638,2025-12-18,2695
1638,2025-12-19,1050
1638,2025-12-20,1142
1638,2025-12-21,923
1668,2025-11-22,0
1668,2025-11-23,0
1668,2025-11-24,0
1668,2025-11-25,0
1668,2025-11-26,1
1668,2025-11-27,1
1668,2025-11-28,0
1668,2025-11-29,0
1668,2025-11-30,0
1668,2025-12-01,0
1668,2025-12-02,0
1668,2025-12-03,1
1668,2025-12-04,2
1668,2025-12-05,0
1668,2025-12-06,1
1668,2025-12-07,1
1668,2025-12-08,1
1668,2025-12-09,1
1668,2025-12-10,1
1668,2025-12-11,2
1668,2025-12-12,1
1668,2025-12-13,1
1668,2025-12-14,1
1668,2025-12-15,1
1668,2025-12-16,1
1668,2025-12-17,1
1668,2025-12-18,2
1668,2025-12-19,1
1668,2025-12-20,1
1668,2025-12-21,0
1675,2025-11-22,0
1675,2025-11-23,1
1675,2025-11-24,2
1675,2025-11-25,0
1675,2025-11-26,1
1675,2025-11-27,2
1675,2025-11-28,0
1675,2025-11-29,0
1675,2025-11-30,0
1675,2025-12-01,0
1675,2025-12-02,0
1675,2025-12-03,0
1675,2025-12-04,0
1675,2025-12-05,0
1675,2025-12-06,0
1675,2025-12-07,0
1675,2025-12-08,0
1675,2025-12-09,0
1675,2025-12-10,0
1675,2025-12-11,0
1675,2025-12-12,0
1675,2025-12-13,0
1675,2025-12-14,0
1675,2025-12-15,0
1675,2025-12-16,0
1675,2025-12-17,0
1675,2025-12-18,0
1675,2025-12-19,0
1675,2025-12-20,0
1675,2025-12-21,0
1751,2025-11-22,0
1751,2025-11-23,0
1751,2025-11-24,0
1751,2025-11-25,0
1751,2025-11-26,0
1751,2025-11-27,0
1751,2025-11-28,0
1751,2025-11-29,0
1751,2025-11-30,0
1751,2025-12-01,0
1751,2025-12-02,0
1751,2025-12-03,0
1751,2025-12-04,0
1751,2025-12-05,0
1751,2025-12-06,0
1751,2025-12-07,0
1751,2025-12-08,0
1751,2025-12-09,0
1751,2025-12-10,0
1751,2025-12-11,0
1751,2025-12-12,0
1751,2025-12-13,0
1751,2025-12-14,0
1751,2025-12-15,0
1751,2025-12-16,0
1751,2025-12-17,0
1751,2025-12-18,0
1751,2025-12-19,0
1751,2025-12-20,0
1751,2025-12-21,0
1782,2025-11-22,18
1782,2025-11-23,9
1782,2025-11-24,17
1782,2025-11-25,18
1782,2025-11-26,39
1782,2025-11-27,42
1782,2025-11-28,9
1782,2025-11-29,2
1782,2025-11-30,3
1782,2025-12-01,3
1782,2025-12-02,4
1782,2025-12-03,5
1782,2025-12-04,9
1782,2025-12-05,5
1782,2025-12-06,6
1782,2025-12-07,6
1782,2025-12-08,6
1782,2025-12-09,6
1782,2025-12-10,10
1782,2025-12-11,23
1782,2025-12-12,6
1782,2025-12-13,7
1782,2025-12-14,8
1782,2025-12-15,9
1782,2025-12-16,8
1782,2025-12-17,13
1782,2025-12-18,23
1782,2025-12-19,8
1782,2025-12-20,8
1782,2025-12-21,6
1859,2025-11-22,13
1859,2025-11-23,15
1859,2025-11-24,15
1859,2025-11-25,17
1859,2025-11-26,15
1859,2025-11-27,18
1859,2025-11-28,9
1859,2025-11-29,10
1859,2025-11-30,12
1859,2025-12-01,12
1859,2025-12-02,12
1859,2025-12-03,17
1859,2025-12-04,21
1859,2025-12-05,12
1859,2025-12-06,15
1859,2025-12-07,15
1859,2025-12-08,13
1859,2025-12-09,13
1859,2025-12-10,15
1859,2025-12-11,22
1859,2025-12-12,12
1859,2025-12-13,13
1859,2025-12-14,13
1859,2025-12-15,15
1859,2025-12-16,15
1859,2025-12-17,16
1859,2025-12-18,19
1859,2025-12-19,13
1859,2025-12-20,14
1859,2025-12-21,9
1895,2025-11-22,25
1895,2025-11-23,28
1895,2025-11-24,15
1895,2025-11-25,18
1895,2025-11-26,29
1895,2025-11-27,68
1895,2025-11-28,17
1895,2025-11-29,13
1895,2025-11-30,17
1895,2025-12-01,21
1895,2025-12-02,19
1895,2025-12-03,29
1895,2025-12-04,88
1895,2025-12-05,21
1895,2025-12-06,22
1895,2025-12-07,20
1895,2025-12-08,21
1895,2025-12-09,24
1895,2025-12-10,34
1895,2025-12-11,90
1895,2025-12-12,29
1895,2025-12-13,23
1895,2025-12-14,19
1895,2025-12-15,26
1895,2025-12-16,30
1895,2025-12-17,39
1895,2025-12-18,90
1895,2025-12-19,36
1895,2025-12-20,31
1895,2025-12-21,16
1916,2025-11-22,8
1916,2025-11-23,7
1916,2025-11-24,6
1916,2025-11-25,6
1916,2025-11-26,11
1916,2025-11-27,20
1916,2025-11-28,6
1916,2025-11-29,5
1916,2025-11-30,5
1916,2025-12-01,6
1916,2025-12-02,7
1916,2025-12-03,12
1916,2025-12-04,23
1916,2025-12-05,7
1916,2025-12-06,10
1916,2025-12-07,10
1916,2025-12-08,12
1916,2025-12-09,8
1916,2025-12-10,9
1916,2025-12-11,22
1916,2025-12-12,6
1916,2025-12-13,8
1916,2025-12-14,8
1916,2025-12-15,10
1916,2025-12-16,12
1916,2025-12-17,14
1916,2025-12-18,21
1916,2025-12-19,8
1916,2025-12-20,7
1916,2025-12-21,3
1931,2025-11-22,0
1931,2025-11-23,0
1931,2025-11-24,0
1931,2025-11-25,0
1931,2025-11-26,0
1931,2025-11-27,0
1931,2025-11-28,0
1931,2025-11-29,0
1931,2025-11-30,0
1931,2025-12-01,0
1931,2025-12-02,0
1931,2025-12-03,0
1931,2025-12-04,0
1931,2025-12-05,0
1931,2025-12-06,0
1931,2025-12-07,0
1931,2025-12-08,0
1931,2025-12-09,0
1931,2025-12-10,0
1931,2025-12-11,0
1931,2025-12-12,0
1931,2025-12-13,0
1931,2025-12-14,0
1931,2025-12-15,0
1931,2025-12-16,0
1931,2025-12-17,0
1931,2025-12-18,0
1931,2025-12-19,0
1931,2025-12-20,0
1931,2025-12-21,0
1960,2025-11-22,6
1960,2025-11-23,12
1960,2025-11-24,7
1960,2025-11-25,8
1960,2025-11-26,13
1960,2025-11-27,22
1960,2025-11-28,5
1960,2025-11-29,7
1960,2025-11-30,8
1960,2025-12-01,7
1960,2025-12-02,8
1960,2025-12-03,11
1960,2025-12-04,20
1960,2025-12-05,8
1960,2025-12-06,8
1960,2025-12-07,7
1960,2025-12-08,7
1960,2025-12-09,7
1960,2025-12-10,10
1960,2025-12-11,17
1960,2025-12-12,7
1960,2025-12-13,7
1960,2025-12-14,7
1960,2025-12-15,7
1960,2025-12-16,8
1960,2025-12-17,15
1960,2025-12-18,16
1960,2025-12-19,8
1960,2025-12-20,7
1960,2025-12-21,6
1986,2025-11-22,6
1986,2025-11-23,20
1986,2025-11-24,13
1986,2025-11-25,10
1986,2025-11-26,13
1986,2025-11-27,14
1986,2025-11-28,4
1986,2025-11-29,4
1986,2025-11-30,5
1986,2025-12-01,5
1986,2025-12-02,7
1986,2025-12-03,7
1986,2025-12-04,12
1986,2025-12-05,6
1986,2025-12-06,8
1986,2025-12-07,7
1986,2025-12-08,7
1986,2025-12-09,8
1986,2025-12-10,12
1986,2025-12-11,16
1986,2025-12-12,7
1986,2025-12-13,8
1986,2025-12-14,7
1986,2025-12-15,9
1986,2025-12-16,10
1986,2025-12-17,15
1986,2025-12-18,16
1986,2025-12-19,8
1986,2025-12-20,8
1986,2025-12-21,6
1996,2025-11-22,1
1996,2025-11-23,2
1996,2025-11-24,3
1996,2025-11-25,1
1996,2025-11-26,2
1996,2025-11-27,3
1996,2025-11-28,2
1996,2025-11-29,1
1996,2025-11-30,1
1996,2025-12-01,1
1996,2025-12-02,1
1996,2025-12-03,2
1996,2025-12-04,5
1996,2025-12-05,2
1996,2025-12-06,2
1996,2025-12-07,2
1996,2025-12-08,2
1996,2025-12-09,2
