cluster_code,checkin,predicted_demand
1265,2025-11-29,34
1265,2025-11-30,46
1265,2025-12-01,52
1265,2025-12-02,57
1265,2025-12-03,61
1265,2025-12-04,85
1265,2025-12-05,48
1265,2025-12-06,53
1265,2025-12-07,44
1265,2025-12-08,49
1265,2025-12-09,58
1265,2025-12-10,59
1265,2025-12-11,61
1265,2025-12-12,37
1265,2025-12-13,53
1265,2025-12-14,47
1265,2025-12-15,52
1265,2025-12-16,54
1265,2025-12-17,51
1265,2025-12-18,53
1265,2025-12-19,36
1265,2025-12-20,49
1265,2025-12-21,42
1297,2025-11-22,0
1297,2025-11-23,0
1297,2025-11-24,0
1297,2025-11-25,0
1297,2025-11-26,1
1297,2025-11-27,2
1297,2025-11-28,0
1297,2025-11-29,0
1297,2025-11-30,0
1297,2025-12-01,0
1297,2025-12-02,0
1297,2025-12-03,0
1297,2025-12-04,0
1297,2025-12-05,0
1297,2025-12-06,0
1297,2025-12-07,0
1297,2025-12-08,0
1297,2025-12-09,0
1297,2025-12-10,0
1297,2025-12-11,1
1297,2025-12-12,0
1297,2025-12-13,0
1297,2025-12-14,0
1297,2025-12-15,0
1297,2025-12-16,1
1297,2025-12-17,1
1297,2025-12-18,1
1297,2025-12-19,0
1297,2025-12-20,0
1297,2025-12-21,0
1299,2025-11-22,163
1299,2025-11-23,398
1299,2025-11-24,155
1299,2025-11-25,207
1299,2025-11-26,323
1299,2025-11-27,1288
1299,2025-11-28,198
1299,2025-11-29,198
1299,2025-11-30,207
1299,2025-12-01,215
1299,2025-12-02,177
1299,2025-12-03,400
1299,2025-12-04,1005
1299,2025-12-05,292
1299,2025-12-06,199
1299,2025-12-07,177
1299,2025-12-08,279
1299,2025-12-09,307
1299,2025-12-10,324
1299,2025-12-11,1028
1299,2025-12-12,285
1299,2025-12-13,210
1299,2025-12-14,179
1299,2025-12-15,190
1299,2025-12-16,247
1299,2025-12-17,380
1299,2025-12-18,1026
1299,2025-12-19,298
1299,2025-12-20,247
1299,2025-12-21,196
1307,2025-11-22,1
1307,2025-11-23,0
1307,2025-11-24,0
1307,2025-11-25,0
1307,2025-11-26,0
1307,2025-11-27,0
1307,2025-11-28,0
1307,2025-11-29,0
1307,2025-11-30,0
1307,2025-12-01,0
1307,2025-12-02,0
1307,2025-12-03,0
1307,2025-12-04,0
1307,2025-12-05,0
1307,2025-12-06,0
1307,2025-12-07,0
1307,2025-12-08,0
1307,2025-12-09,0
1307,2025-12-10,0
1307,2025-12-11,0
1307,2025-12-12,0
1307,2025-12-13,0
1307,2025-12-14,0
1307,2025-12-15,0
1307,2025-12-16,0
1307,2025-12-17,0
1307,2025-12-18,0
1307,2025-12-19,0
1307,2025-12-20,0
1307,2025-12-21,0
1317,2025-11-22,31
1317,2025-11-23,22
1317,2025-11-24,29
1317,2025-11-25,22
1317,2025-11-26,28
1317,2025-11-27,22
1317,2025-11-28,4
1317,2025-11-29,4
1317,2025-11-30,5
1317,2025-12-01,5
1317,2025-12-02,12
1317,2025-12-03,27
1317,2025-12-04,50
1317,2025-12-05,7
1317,2025-12-06,9
1317,2025-12-07,8
1317,2025-12-08,9
1317,2025-12-09,11
1317,2025-12-10,16
1317,2025-12-11,33
1317,2025-12-12,8
1317,2025-12-13,7
1317,2025-12-14,7
1317,2025-12-15,12
1317,2025-12-16,13
1317,2025-12-17,20
1317,2025-12-18,28
1317,2025-12-19,11
1317,2025-12-20,8
1317,2025-12-21,6
1370,2025-11-22,0
1370,2025-11-23,0
1370,2025-11-24,0
1370,2025-11-25,0
1370,2025-11-26,0
1370,2025-11-27,0
1370,2025-11-28,0
1370,2025-11-29,0
1370,2025-11-30,0
1370,2025-12-01,0
1370,2025-12-02,0
1370,2025-12-03,0
1370,2025-12-04,0
1370,2025-12-05,0
1370,2025-12-06,0
1370,2025-12-07,0
1370,2025-12-08,0
1370,2025-12-09,0
1370,2025-12-10,0
1370,2025-12-11,0
1370,2025-12-12,0
1370,2025-12-13,0
1370,2025-12-14,0
1370,2025-12-15,0
1370,2025-12-16,0
1370,2025-12-17,0
1370,2025-12-18,0
1370,2025-12-19,0
1370,2025-12-20,0
1370,2025-12-21,0
1371,2025-11-22,10
1371,2025-11-23,11
1371,2025-11-24,13
1371,2025-11-25,13
1371,2025-11-26,15
1371,2025-11-27,21
1371,2025-11-28,12
1371,2025-11-29,18
1371,2025-11-30,15
1371,2025-12-01,16
1371,2025-12-02,25
1371,2025-12-03,22
1371,2025-12-04,20
1371,2025-12-05,18
1371,2025-12-06,16
1371,2025-12-07,16
1371,2025-12-08,15
1371,2025-12-09,18
1371,2025-12-10,16
1371,2025-12-11,22
1371,2025-12-12,14
1371,2025-12-13,15
1371,2025-12-14,15
1371,2025-12-15,19
1371,2025-12-16,18
1371,2025-12-17,17
1371,2025-12-18,19
1371,2025-12-19,13
1371,2025-12-20,15
1371,2025-12-21,12
1402,2025-11-22,0
1402,2025-11-23,0
1402,2025-11-24,0
1402,2025-11-25,0
1402,2025-11-26,0
1402,2025-11-27,1
1402,2025-11-28,0
1402,2025-11-29,0
1402,2025-11-30,0
1402,2025-12-01,0
1402,2025-12-02,0
1402,2025-12-03,0
1402,2025-12-04,0
1402,2025-12-05,0
1402,2025-12-06,0
1402,2025-12-07,0
1402,2025-12-08,0
1402,2025-12-09,0
1402,2025-12-10,0
1402,2025-12-11,0
1402,2025-12-12,0
1402,2025-12-13,0
1402,2025-12-14,0
1402,2025-12-15,0
1402,2025-12-16,0
1402,2025-12-17,0
1402,2025-12-18,0
1402,2025-12-19,0
1402,2025-12-20,0
1402,2025-12-21,0
1460,2025-11-22,0
1460,2025-11-23,0
1460,2025-11-24,1
1460,2025-11-25,1
1460,2025-11-26,2
1460,2025-11-27,1
1460,2025-11-28,2
1460,2025-11-29,2
1460,2025-11-30,2
1460,2025-12-01,3
1460,2025-12-02,3
1460,2025-12-03,3
1460,2025-12-04,4
1460,2025-12-05,4
1460,2025-12-06,9
1460,2025-12-07,9
1460,2025-12-08,11
1460,2025-12-09,11
1460,2025-12-10,12
1460,2025-12-11,15
1460,2025-12-12,10
1460,2025-12-13,11
1460,2025-12-14,10
1460,2025-12-15,13
1460,2025-12-16,14
1460,2025-12-17,14
1460,2025-12-18,15
1460,2025-12-19,11
1460,2025-12-20,12
1460,2025-12-21,10
1494,2025-11-22,0
1494,2025-11-23,0
1494,2025-11-24,0
1494,2025-11-25,0
1494,2025-11-26,0
1494,2025-11-27,0
1494,2025-11-28,0
1494,2025-11-29,0
1494,2025-11-30,0
1494,2025-12-01,0
1494,2025-12-02,0
1494,2025-12-03,0
1494,2025-12-04,0
1494,2025-12-05,0
1494,2025-12-06,0
1494,2025-12-07,0
1494,2025-12-08,0
1494,2025-12-09,0
1494,2025-12-10,0
1494,2025-12-11,0
1494,2025-12-12,0
1494,2025-12-13,0
1494,2025-12-14,0
1494,2025-12-15,0
1494,2025-12-16,0
1494,2025-12-17,0
1494,2025-12-18,0
1494,2025-12-19,0
1494,2025-12-20,0
1494,2025-12-21,0
1496,2025-11-22,163
1496,2025-11-23,108
1496,2025-11-24,148
1496,2025-11-25,166
1496,2025-11-26,271
1496,2025-11-27,299
1496,2025-11-28,133
1496,2025-11-29,150
1496,2025-11-30,154
1496,2025-12-01,133
1496,2025-12-02,114
1496,2025-12-03,200
1496,2025-12-04,310
1496,2025-12-05,107
1496,2025-12-06,88
1496,2025-12-07,87
1496,2025-12-08,88
1496,2025-12-09,94
1496,2025-12-10,130
1496,2025-12-11,291
1496,2025-12-12,102
1496,2025-12-13,90
1496,2025-12-14,80
1496,2025-12-15,91
1496,2025-12-16,105
1496,2025-12-17,157
1496,2025-12-18,211
1496,2025-12-19,105
1496,2025-12-20,87
1496,2025-12-21,70
1524,2025-11-22,11
1524,2025-11-23,11
1524,2025-11-24,12
1524,2025-11-25,14
1524,2025-11-26,13
1524,2025-11-27,8
1524,2025-11-28,4
1524,2025-11-29,4
1524,2025-11-30,9
1524,2025-12-01,5
1524,2025-12-02,3
1524,2025-12-03,7
1524,2025-12-04,7
1524,2025-12-05,0
1524,2025-12-06,0
1524,2025-12-07,0
1524,2025-12-08,0
1524,2025-12-09,0
1524,2025-12-10,7
1524,2025-12-11,3
1524,2025-12-12,0
1524,2025-12-13,0
1524,2025-12-14,4
1524,2025-12-15,8
1524,2025-12-16,10
1524,2025-12-17,10
1524,2025-12-18,9
1524,2025-12-19,4
1524,2025-12-20,0
1524,2025-12-21,0
1553,2025-11-22,0
1553,2025-11-23,0
1553,2025-11-24,0
1553,2025-11-25,0
1553,2025-11-26,0
1553,2025-11-27,0
1553,2025-11-28,0
1553,2025-11-29,0
1553,2025-11-30,0
1553,2025-12-01,0
1553,2025-12-02,0
1553,2025-12-03,0
1553,2025-12-04,0
1553,2025-12-05,0
1553,2025-12-06,0
1553,2025-12-07,0
1553,2025-12-08,0
1553,2025-12-09,0
1553,2025-12-10,0
1553,2025-12-11,0
1553,2025-12-12,0
1553,2025-12-13,0
1553,2025-12-14,0
1553,2025-12-15,0
1553,2025-12-16,0
1553,2025-12-17,0
1553,2025-12-18,0
1553,2025-12-19,0
1553,2025-12-20,0
1553,2025-12-21,0
1572,2025-11-22,4
1572,2025-11-23,6
1572,2025-11-24,6
1572,2025-11-25,4
1572,2025-11-26,4
1572,2025-11-27,10
1572,2025-11-28,10
1572,2025-11-29,10
1572,2025-11-30,12
1572,2025-12-01,6
1572,2025-12-02,5
1572,2025-12-03,4
1572,2025-12-04,6
1572,2025-12-05,4
1572,2025-12-06,6
1572,2025-12-07,5
1572,2025-12-08,5
1572,2025-12-09,7
1572,2025-12-10,8
1572,2025-12-11,10
1572,2025-12-12,5
1572,2025-12-13,5
1572,2025-12-14,5
1572,2025-12-15,7
1572,2025-12-16,8
1572,2025-12-17,8
1572,2025-12-18,8
1572,2025-12-19,7
1572,2025-12-20,6
1572,2025-12-21,5
1629,2025-11-22,0
1629,2025-11-23,0
1629,2025-11-24,0
1629,2025-11-25,0
1629,2025-11-26,0
1629,2025-11-27,0
1629,2025-11-28,0
1629,2025-11-29,0
1629,2025-11-30,0
1629,2025-12-01,0
1629,2025-12-02,0
1629,2025-12-03,0
1629,2025-12-04,0
1629,2025-12-05,0
1629,2025-12-06,0
1629,2025-12-07,0
1629,2025-12-08,0
1629,2025-12-09,0
1629,2025-12-10,0
1629,2025-12-11,0
1629,2025-12-12,0
1629,2025-12-13,0
1629,2025-12-14,0
1629,2025-12-15,0
1629,2025-12-16,0
1629,2025-12-17,0
1629,2025-12-18,0
1629,2025-12-19,0
1629,2025-12-20,0
1629,2025-12-21,0
1638,2025-11-22,2924
1638,2025-11-23,2658
1638,2025-11-24,2140
1638,2025-11-25,2332
1638,2025-11-26,3529
1638,2025-11-27,4190
1638,2025-11-28,1437
1638,2025-11-29,1263
1638,2025-11-30,1405
1638,2025-12-01,1370
1638,2025-12-02,1345
1638,2025-12-03,2498
1638,2025-12-04,4868
1638,2025-12-05,1818
1638,2025-12-06,1412
1638,2025-12-07,1319
1638,2025-12-08,1325
1638,2025-12-09,1485
1638,2025-12-10,2100
1638,2025-12-11,3847
1638,2025-12-12,1580
1638,2025-12-13,1344
1638,2025-12-14,1211
1638,2025-12-15,1340
1638,2025-12-16,1566
1638,2025-12-17,2246
1638,2025-12-18,2904
1638,2025-12-19,1133
1638,2025-12-20,1231
1638,2025-12-21,995
1668,2025-11-22,0
1668,2025-11-23,0
1668,2025-11-24,0
1668,2025-11-25,0
1668,2025-11-26,1
1668,2025-11-27,1
1668,2025-11-28,0
1668,2025-11-29,0
1668,2025-11-30,0
1668,2025-12-01,0
1668,2025-12-02,0
1668,2025-12-03,1
1668,2025-12-04,3
1668,2025-12-05,1
1668,2025-12-06,1
1668,2025-12-07,1
1668,2025-12-08,1
1668,2025-12-09,1
1668,2025-12-10,1
1668,2025-12-11,2
1668,2025-12-12,1
1668,2025-12-13,1
1668,2025-12-14,1
1668,2025-12-15,1
1668,2025-12-16,1
1668,2025-12-17,1
1668,2025-12-18,2
1668,2025-12-19,1
1668,2025-12-20,1
1668,2025-12-21,0
1675,2025-11-22,0
1675,2025-11-23,1
1675,2025-11-24,2
1675,2025-11-25,0
1675,2025-11-26,1
1675,2025-11-27,2
1675,2025-11-28,0
1675,2025-11-29,0
1675,2025-11-30,0
1675,2025-12-01,0
1675,2025-12-02,0
1675,2025-12-03,0
1675,2025-12-04,0
1675,2025-12-05,0
1675,2025-12-06,0
1675,2025-12-07,0
1675,2025-12-08,0
1675,2025-12-09,0
1675,2025-12-10,0
1675,2025-12-11,0
1675,2025-12-12,0
1675,2025-12-13,0
1675,2025-12-14,0
1675,2025-12-15,0
1675,2025-12-16,0
1675,2025-12-17,0
1675,2025-12-18,0
1675,2025-12-19,0
1675,2025-12-20,0
1675,2025-12-21,0
1751,2025-11-22,0
1751,2025-11-23,0
1751,2025-11-24,0
1751,2025-11-25,0
1751,2025-11-26,0
1751,2025-11-27,0
1751,2025-11-28,0
1751,2025-11-29,0
1751,2025-11-30,0
1751,2025-12-01,0
1751,2025-12-02,0
1751,2025-12-03,0
1751,2025-12-04,0
1751,2025-12-05,0
1751,2025-12-06,0
1751,2025-12-07,0
1751,2025-12-08,0
1751,2025-12-09,0
1751,2025-12-10,0
1751,2025-12-11,0
1751,2025-12-12,0
1751,2025-12-13,0
1751,2025-12-14,0
1751,2025-12-15,0
1751,2025-12-16,0
1751,2025-12-17,0
1751,2025-12-18,0
1751,2025-12-19,0
1751,2025-12-20,0
1751,2025-12-21,0
1782,2025-11-22,18
1782,2025-11-23,9
1782,2025-11-24,17
1782,2025-11-25,18
1782,2025-11-26,39
1782,2025-11-27,42
1782,2025-11-28,9
1782,2025-11-29,3
1782,2025-11-30,4
1782,2025-12-01,4
1782,2025-12-02,4
1782,2025-12-03,5
1782,2025-12-04,10
1782,2025-12-05,5
1782,2025-12-06,7
1782,2025-12-07,7
1782,2025-12-08,6
1782,2025-12-09,6
1782,2025-12-10,11
1782,2025-12-11,24
1782,2025-12-12,7
1782,2025-12-13,7
1782,2025-12-14,8
1782,2025-12-15,10
1782,2025-12-16,9
1782,2025-12-17,14
1782,2025-12-18,24
1782,2025-12-19,9
1782,2025-12-20,9
1782,2025-12-21,7
1859,2025-11-22,13
1859,2025-11-23,15
1859,2025-11-24,15
1859,2025-11-25,17
1859,2025-11-26,15
1859,2025-11-27,18
1859,2025-11-28,9
1859,2025-11-29,11
1859,2025-11-30,13
1859,2025-12-01,13
1859,2025-12-02,13
1859,2025-12-03,18
1859,2025-12-04,23
1859,2025-12-05,13
1859,2025-12-06,16
1859,2025-12-07,16
1859,2025-12-08,14
1859,2025-12-09,14
1859,2025-12-10,15
1859,2025-12-11,23
1859,2025-12-12,13
1859,2025-12-13,14
1859,2025-12-14,13
1859,2025-12-15,16
1859,2025-12-16,15
1859,2025-12-17,17
1859,2025-12-18,20
1859,2025-12-19,14
1859,2025-12-20,15
1859,2025-12-21,9
1895,2025-11-22,25
1895,2025-11-23,28
1895,2025-11-24,15
1895,2025-11-25,18
1895,2025-11-26,29
1895,2025-11-27,68
1895,2025-11-28,17
1895,2025-11-29,15
1895,2025-11-30,19
1895,2025-12-01,22
1895,2025-12-02,21
1895,2025-12-03,32
1895,2025-12-04,97
1895,2025-12-05,23
1895,2025-12-06,24
1895,2025-12-07,21
1895,2025-12-08,23
1895,2025-12-09,25
1895,2025-12-10,36
1895,2025-12-11,97
1895,2025-12-12,30
1895,2025-12-13,24
1895,2025-12-14,20
1895,2025-12-15,28
1895,2025-12-16,32
1895,2025-12-17,42
1895,2025-12-18,96
1895,2025-12-19,38
1895,2025-12-20,33
1895,2025-12-21,18
1916,2025-11-22,8
1916,2025-11-23,7
1916,2025-11-24,6
1916,2025-11-25,6
1916,2025-11-26,11
1916,2025-11-27,20
1916,2025-11-28,6
1916,2025-11-29,5
1916,2025-11-30,6
1916,2025-12-01,6
1916,2025-12-02,8
1916,2025-12-03,12
1916,2025-12-04,25
1916,2025-12-05,8
1916,2025-12-06,10
1916,2025-12-07,10
1916,2025-12-08,12
1916,2025-12-09,9
1916,2025-12-10,10
1916,2025-12-11,24
1916,2025-12-12,7
1916,2025-12-13,9
1916,2025-12-14,9
1916,2025-12-15,11
1916,2025-12-16,12
1916,2025-12-17,15
1916,2025-12-18,23
1916,2025-12-19,9
1916,2025-12-20,7
1916,2025-12-21,4
1931,2025-11-22,0
1931,2025-11-23,0
1931,2025-11-24,0
1931,2025-11-25,0
1931,2025-11-26,0
1931,2025-11-27,0
1931,2025-11-28,0
1931,2025-11-29,0
1931,2025-11-30,0
1931,2025-12-01,0
1931,2025-12-02,0
1931,2025-12-03,0
1931,2025-12-04,0
1931,2025-12-05,0
1931,2025-12-06,0
1931,2025-12-07,0
1931,2025-12-08,0
1931,2025-12-09,0
1931,2025-12-10,0
1931,2025-12-11,0
1931,2025-12-12,0
1931,2025-12-13,0
1931,2025-12-14,0
1931,2025-12-15,0
1931,2025-12-16,0
1931,2025-12-17,0
1931,2025-12-18,0
1931,2025-12-19,0
1931,2025-12-20,0
1931,2025-12-21,0
1960,2025-11-22,6
1960,2025-11-23,12
1960,2025-11-24,7
1960,2025-11-25,8
1960,2025-11-26,13
1960,2025-11-27,22
1960,2025-11-28,5
1960,2025-11-29,8
1960,2025-11-30,8
1960,2025-12-01,8
1960,2025-12-02,8
1960,2025-12-03,12
1960,2025-12-04,22
1960,2025-12-05,9
1960,2025-12-06,9
1960,2025-12-07,7
1960,2025-12-08,7
1960,2025-12-09,8
1960,2025-12-10,10
1960,2025-12-11,18
1960,2025-12-12,8
1960,2025-12-13,7
1960,2025-12-14,7
1960,2025-12-15,8
1960,2025-12-16,8
1960,2025-12-17,15
1960,2025-12-18,17
1960,2025-12-19,9
1960,2025-12-20,8
1960,2025-12-21,6
1986,2025-11-22,6
1986,2025-11-23,20
1986,2025-11-24,13
1986,2025-11-25,10
1986,2025-11-26,13
1986,2025-11-27,14
1986,2025-11-28,4
1986,2025-11-29,5
1986,2025-11-30,5
1986,2025-12-01,6
1986,2025-12-02,8
1986,2025-12-03,8
1986,2025-12-04,13
1986,2025-12-05,6
1986,2025-12-06,9
1986,2025-12-07,8
1986,2025-12-08,8
1986,2025-12-09,8
1986,2025-12-10,12
1986,2025-12-11,17
1986,2025-12-12,7
1986,2025-12-13,8
1986,2025-12-14,8
1986,2025-12-15,10
1986,2025-12-16,11
1986,2025-12-17,16
1986,2025-12-18,17
1986,2025-12-19,9
1986,2025-12-20,9
1986,2025-12-21,6
1996,2025-11-22,1
1996,2025-11-23,2
1996,2025-11-24,3
1996,2025-11-25,1
1996,2025-11-26,2
1996,2025-11-27,3
1996,2025-11-28,2
1996,2025-11-29,1
1996,2025-11-30,1
1996,2025-12-01,1
1996,2025-12-02,2
1996,2025-12-03,3
1996,2025-12-04,6
1996,2025-12-05,2
1996,2025-12-06,2
1996,2025-12-07,2
1996,2025-12-08,2
1996,2025-12-09,2
