cluster_code,checkin,predicted_demand
1265,2025-12-20,45
1265,2025-12-21,44
1297,2025-11-22,0
1297,2025-11-23,0
1297,2025-11-24,0
1297,2025-11-25,0
1297,2025-11-26,1
1297,2025-11-27,1
1297,2025-11-28,0
1297,2025-11-29,0
1297,2025-11-30,0
1297,2025-12-01,0
1297,2025-12-02,0
1297,2025-12-03,0
1297,2025-12-04,0
1297,2025-12-05,0
1297,2025-12-06,0
1297,2025-12-07,0
1297,2025-12-08,0
1297,2025-12-09,0
1297,2025-12-10,0
1297,2025-12-11,1
1297,2025-12-12,0
1297,2025-12-13,0
1297,2025-12-14,0
1297,2025-12-15,1
1297,2025-12-16,1
1297,2025-12-17,0
1297,2025-12-18,0
1297,2025-12-19,0
1297,2025-12-20,0
1297,2025-12-21,0
1299,2025-11-22,161
1299,2025-11-23,395
1299,2025-11-24,155
1299,2025-11-25,200
1299,2025-11-26,316
1299,2025-11-27,1379
1299,2025-11-28,218
1299,2025-11-29,204
1299,2025-11-30,192
1299,2025-12-01,209
1299,2025-12-02,190
1299,2025-12-03,331
1299,2025-12-04,1003
1299,2025-12-05,315
1299,2025-12-06,194
1299,2025-12-07,180
1299,2025-12-08,275
1299,2025-12-09,309
1299,2025-12-10,302
1299,2025-12-11,1055
1299,2025-12-12,297
1299,2025-12-13,215
1299,2025-12-14,199
1299,2025-12-15,199
1299,2025-12-16,228
1299,2025-12-17,387
1299,2025-12-18,1179
1299,2025-12-19,273
1299,2025-12-20,289
1299,2025-12-21,191
1307,2025-11-22,1
1307,2025-11-23,0
1307,2025-11-24,0
1307,2025-11-25,0
1307,2025-11-26,0
1307,2025-11-27,0
1307,2025-11-28,0
1307,2025-11-29,0
1307,2025-11-30,0
1307,2025-12-01,0
1307,2025-12-02,0
1307,2025-12-03,0
1307,2025-12-04,0
1307,2025-12-05,0
1307,2025-12-06,0
1307,2025-12-07,0
1307,2025-12-08,0
1307,2025-12-09,0
1307,2025-12-10,0
1307,2025-12-11,1
1307,2025-12-12,0
1307,2025-12-13,0
1307,2025-12-14,0
1307,2025-12-15,0
1307,2025-12-16,0
1307,2025-12-17,0
1307,2025-12-18,1
1307,2025-12-19,0
1307,2025-12-20,0
1307,2025-12-21,0
1317,2025-11-22,31
1317,2025-11-23,22
1317,2025-11-24,28
1317,2025-11-25,21
1317,2025-11-26,23
1317,2025-11-27,20
1317,2025-11-28,7
1317,2025-11-29,6
1317,2025-11-30,8
1317,2025-12-01,10
1317,2025-12-02,13
1317,2025-12-03,28
1317,2025-12-04,43
1317,2025-12-05,8
1317,2025-12-06,8
1317,2025-12-07,8
1317,2025-12-08,9
1317,2025-12-09,11
1317,2025-12-10,18
1317,2025-12-11,39
1317,2025-12-12,9
1317,2025-12-13,7
1317,2025-12-14,6
1317,2025-12-15,11
1317,2025-12-16,11
1317,2025-12-17,15
1317,2025-12-18,30
1317,2025-12-19,11
1317,2025-12-20,8
1317,2025-12-21,7
1370,2025-11-22,0
1370,2025-11-23,0
1370,2025-11-24,0
1370,2025-11-25,0
1370,2025-11-26,0
1370,2025-11-27,0
1370,2025-11-28,0
1370,2025-11-29,0
1370,2025-11-30,0
1370,2025-12-01,0
1370,2025-12-02,0
1370,2025-12-03,0
1370,2025-12-04,0
1370,2025-12-05,0
1370,2025-12-06,0
1370,2025-12-07,0
1370,2025-12-08,0
1370,2025-12-09,0
1370,2025-12-10,0
1370,2025-12-11,0
1370,2025-12-12,0
1370,2025-12-13,0
1370,2025-12-14,0
1370,2025-12-15,0
1370,2025-12-16,0
1370,2025-12-17,0
1370,2025-12-18,0
1370,2025-12-19,0
1370,2025-12-20,0
1370,2025-12-21,0
1371,2025-11-22,11
1371,2025-11-23,12
1371,2025-11-24,12
1371,2025-11-25,12
1371,2025-11-26,14
1371,2025-11-27,22
1371,2025-11-28,13
1371,2025-11-29,16
1371,2025-11-30,13
1371,2025-12-01,16
1371,2025-12-02,26
1371,2025-12-03,19
1371,2025-12-04,17
1371,2025-12-05,19
1371,2025-12-06,13
1371,2025-12-07,14
1371,2025-12-08,14
1371,2025-12-09,15
1371,2025-12-10,14
1371,2025-12-11,21
1371,2025-12-12,12
1371,2025-12-13,12
1371,2025-12-14,13
1371,2025-12-15,17
1371,2025-12-16,15
1371,2025-12-17,15
1371,2025-12-18,17
1371,2025-12-19,13
1371,2025-12-20,14
1371,2025-12-21,12
1402,2025-11-22,0
1402,2025-11-23,0
1402,2025-11-24,0
1402,2025-11-25,0
1402,2025-11-26,0
1402,2025-11-27,1
1402,2025-11-28,0
1402,2025-11-29,0
1402,2025-11-30,0
1402,2025-12-01,0
1402,2025-12-02,0
1402,2025-12-03,0
1402,2025-12-04,1
1402,2025-12-05,0
1402,2025-12-06,0
1402,2025-12-07,0
1402,2025-12-08,0
1402,2025-12-09,0
1402,2025-12-10,0
1402,2025-12-11,0
1402,2025-12-12,0
1402,2025-12-13,0
1402,2025-12-14,0
1402,2025-12-15,0
1402,2025-12-16,0
1402,2025-12-17,0
1402,2025-12-18,0
1402,2025-12-19,0
1402,2025-12-20,0
1402,2025-12-21,0
1460,2025-11-22,0
1460,2025-11-23,0
1460,2025-11-24,0
1460,2025-11-25,0
1460,2025-11-26,1
1460,2025-11-27,0
1460,2025-11-28,1
1460,2025-11-29,1
1460,2025-11-30,1
1460,2025-12-01,1
1460,2025-12-02,1
1460,2025-12-03,1
1460,2025-12-04,2
1460,2025-12-05,2
1460,2025-12-06,5
1460,2025-12-07,7
1460,2025-12-08,7
1460,2025-12-09,6
1460,2025-12-10,7
1460,2025-12-11,7
1460,2025-12-12,7
1460,2025-12-13,8
1460,2025-12-14,8
1460,2025-12-15,10
1460,2025-12-16,9
1460,2025-12-17,11
1460,2025-12-18,11
1460,2025-12-19,9
1460,2025-12-20,10
1460,2025-12-21,9
1494,2025-11-22,0
1494,2025-11-23,0
1494,2025-11-24,0
1494,2025-11-25,0
1494,2025-11-26,0
1494,2025-11-27,0
1494,2025-11-28,0
1494,2025-11-29,0
1494,2025-11-30,0
1494,2025-12-01,0
1494,2025-12-02,0
1494,2025-12-03,0
1494,2025-12-04,0
1494,2025-12-05,0
1494,2025-12-06,0
1494,2025-12-07,0
1494,2025-12-08,0
1494,2025-12-09,0
1494,2025-12-10,0
1494,2025-12-11,0
1494,2025-12-12,0
1494,2025-12-13,0
1494,2025-12-14,0
1494,2025-12-15,0
1494,2025-12-16,0
1494,2025-12-17,0
1494,2025-12-18,0
1494,2025-12-19,0
1494,2025-12-20,0
1494,2025-12-21,0
1496,2025-11-22,165
1496,2025-11-23,113
1496,2025-11-24,140
1496,2025-11-25,159
1496,2025-11-26,231
1496,2025-11-27,265
1496,2025-11-28,118
1496,2025-11-29,146
1496,2025-11-30,151
1496,2025-12-01,145
1496,2025-12-02,123
1496,2025-12-03,176
1496,2025-12-04,305
1496,2025-12-05,94
1496,2025-12-06,86
1496,2025-12-07,84
1496,2025-12-08,88
1496,2025-12-09,100
1496,2025-12-10,128
1496,2025-12-11,281
1496,2025-12-12,86
1496,2025-12-13,82
1496,2025-12-14,73
1496,2025-12-15,90
1496,2025-12-16,103
1496,2025-12-17,132
1496,2025-12-18,167
1496,2025-12-19,89
1496,2025-12-20,75
1496,2025-12-21,58
1524,2025-11-22,11
1524,2025-11-23,11
1524,2025-11-24,12
1524,2025-11-25,14
1524,2025-11-26,13
1524,2025-11-27,9
1524,2025-11-28,4
1524,2025-11-29,3
1524,2025-11-30,9
1524,2025-12-01,6
1524,2025-12-02,3
1524,2025-12-03,7
1524,2025-12-04,6
1524,2025-12-05,0
1524,2025-12-06,0
1524,2025-12-07,0
1524,2025-12-08,0
1524,2025-12-09,0
1524,2025-12-10,6
1524,2025-12-11,3
1524,2025-12-12,0
1524,2025-12-13,0
1524,2025-12-14,4
1524,2025-12-15,7
1524,2025-12-16,11
1524,2025-12-17,11
1524,2025-12-18,7
1524,2025-12-19,4
1524,2025-12-20,0
1524,2025-12-21,0
1553,2025-11-22,0
1553,2025-11-23,0
1553,2025-11-24,0
1553,2025-11-25,0
1553,2025-11-26,0
1553,2025-11-27,0
1553,2025-11-28,0
1553,2025-11-29,0
1553,2025-11-30,0
1553,2025-12-01,0
1553,2025-12-02,0
1553,2025-12-03,0
1553,2025-12-04,0
1553,2025-12-05,0
1553,2025-12-06,0
1553,2025-12-07,0
1553,2025-12-08,0
1553,2025-12-09,0
1553,2025-12-10,0
1553,2025-12-11,0
1553,2025-12-12,0
1553,2025-12-13,0
1553,2025-12-14,0
1553,2025-12-15,0
1553,2025-12-16,0
1553,2025-12-17,0
1553,2025-12-18,0
1553,2025-12-19,0
1553,2025-12-20,0
1553,2025-12-21,0
1572,2025-11-22,4
1572,2025-11-23,6
1572,2025-11-24,6
1572,2025-11-25,4
1572,2025-11-26,4
1572,2025-11-27,10
1572,2025-11-28,11
1572,2025-11-29,10
1572,2025-11-30,13
1572,2025-12-01,6
1572,2025-12-02,5
1572,2025-12-03,3
1572,2025-12-04,5
1572,2025-12-05,3
1572,2025-12-06,4
1572,2025-12-07,4
1572,2025-12-08,4
1572,2025-12-09,5
1572,2025-12-10,6
1572,2025-12-11,9
1572,2025-12-12,5
1572,2025-12-13,4
1572,2025-12-14,4
1572,2025-12-15,5
1572,2025-12-16,5
1572,2025-12-17,6
1572,2025-12-18,7
1572,2025-12-19,6
1572,2025-12-20,5
1572,2025-12-21,5
1629,2025-11-22,0
1629,2025-11-23,0
1629,2025-11-24,0
1629,2025-11-25,0
1629,2025-11-26,0
1629,2025-11-27,0
1629,2025-11-28,0
1629,2025-11-29,0
1629,2025-11-30,0
1629,2025-12-01,0
1629,2025-12-02,0
1629,2025-12-03,0
1629,2025-12-04,0
1629,2025-12-05,0
1629,2025-12-06,0
1629,2025-12-07,0
1629,2025-12-08,0
1629,2025-12-09,0
1629,2025-12-10,0
1629,2025-12-11,0
1629,2025-12-12,0
1629,2025-12-13,0
1629,2025-12-14,0
1629,2025-12-15,0
1629,2025-12-16,0
1629,2025-12-17,0
1629,2025-12-18,0
1629,2025-12-19,0
1629,2025-12-20,0
1629,2025-12-21,0
1638,2025-11-22,2931
1638,2025-11-23,2648
1638,2025-11-24,2167
1638,2025-11-25,2324
1638,2025-11-26,3185
1638,2025-11-27,4215
1638,2025-11-28,1471
1638,2025-11-29,1192
1638,2025-11-30,1201
1638,2025-12-01,1398
1638,2025-12-02,1436
1638,2025-12-03,2208
1638,2025-12-04,4199
1638,2025-12-05,1515
1638,2025-12-06,1416
1638,2025-12-07,1068
1638,2025-12-08,1148
1638,2025-12-09,1252
1638,2025-12-10,1989
1638,2025-12-11,3444
1638,2025-12-12,1593
1638,2025-12-13,1223
1638,2025-12-14,1155
1638,2025-12-15,1224
1638,2025-12-16,1235
1638,2025-12-17,1855
1638,2025-12-18,2659
1638,2025-12-19,735
1638,2025-12-20,907
1638,2025-12-21,683
1668,2025-11-22,0
1668,2025-11-23,0
1668,2025-11-24,0
1668,2025-11-25,0
1668,2025-11-26,0
1668,2025-11-27,1
1668,2025-11-28,0
1668,2025-11-29,0
1668,2025-11-30,0
1668,2025-12-01,0
1668,2025-12-02,0
1668,2025-12-03,1
1668,2025-12-04,3
1668,2025-12-05,0
1668,2025-12-06,1
1668,2025-12-07,1
1668,2025-12-08,1
1668,2025-12-09,1
1668,2025-12-10,1
1668,2025-12-11,3
1668,2025-12-12,1
1668,2025-12-13,1
1668,2025-12-14,1
1668,2025-12-15,1
1668,2025-12-16,1
1668,2025-12-17,1
1668,2025-12-18,2
1668,2025-12-19,1
1668,2025-12-20,1
1668,2025-12-21,1
1675,2025-11-22,0
1675,2025-11-23,1
1675,2025-11-24,2
1675,2025-11-25,0
1675,2025-11-26,1
1675,2025-11-27,1
1675,2025-11-28,0
1675,2025-11-29,0
1675,2025-11-30,0
1675,2025-12-01,0
1675,2025-12-02,0
1675,2025-12-03,0
1675,2025-12-04,0
1675,2025-12-05,0
1675,2025-12-06,0
1675,2025-12-07,0
1675,2025-12-08,0
1675,2025-12-09,0
1675,2025-12-10,0
1675,2025-12-11,1
1675,2025-12-12,0
1675,2025-12-13,0
1675,2025-12-14,0
1675,2025-12-15,0
1675,2025-12-16,0
1675,2025-12-17,0
1675,2025-12-18,0
1675,2025-12-19,0
1675,2025-12-20,0
1675,2025-12-21,0
1751,2025-11-22,0
1751,2025-11-23,0
1751,2025-11-24,0
1751,2025-11-25,0
1751,2025-11-26,0
1751,2025-11-27,0
1751,2025-11-28,0
1751,2025-11-29,0
1751,2025-11-30,0
1751,2025-12-01,0
1751,2025-12-02,0
1751,2025-12-03,0
1751,2025-12-04,0
1751,2025-12-05,0
1751,2025-12-06,0
1751,2025-12-07,0
1751,2025-12-08,0
1751,2025-12-09,0
1751,2025-12-10,0
1751,2025-12-11,0
1751,2025-12-12,0
1751,2025-12-13,0
1751,2025-12-14,0
1751,2025-12-15,0
1751,2025-12-16,0
1751,2025-12-17,0
1751,2025-12-18,0
1751,2025-12-19,0
1751,2025-12-20,0
1751,2025-12-21,0
1782,2025-11-22,18
1782,2025-11-23,9
1782,2025-11-24,17
1782,2025-11-25,18
1782,2025-11-26,39
1782,2025-11-27,41
1782,2025-11-28,9
1782,2025-11-29,2
1782,2025-11-30,3
1782,2025-12-01,3
1782,2025-12-02,3
1782,2025-12-03,4
1782,2025-12-04,8
1782,2025-12-05,3
1782,2025-12-06,6
1782,2025-12-07,6
1782,2025-12-08,6
1782,2025-12-09,6
1782,2025-12-10,10
1782,2025-12-11,21
1782,2025-12-12,5
1782,2025-12-13,6
1782,2025-12-14,8
1782,2025-12-15,8
1782,2025-12-16,7
1782,2025-12-17,12
1782,2025-12-18,18
1782,2025-12-19,6
1782,2025-12-20,6
1782,2025-12-21,6
1859,2025-11-22,12
1859,2025-11-23,15
1859,2025-11-24,14
1859,2025-11-25,17
1859,2025-11-26,15
1859,2025-11-27,19
1859,2025-11-28,10
1859,2025-11-29,10
1859,2025-11-30,11
1859,2025-12-01,11
1859,2025-12-02,12
1859,2025-12-03,16
1859,2025-12-04,21
1859,2025-12-05,11
1859,2025-12-06,18
1859,2025-12-07,16
1859,2025-12-08,12
1859,2025-12-09,12
1859,2025-12-10,14
1859,2025-12-11,32
1859,2025-12-12,12
1859,2025-12-13,13
1859,2025-12-14,12
1859,2025-12-15,15
1859,2025-12-16,14
1859,2025-12-17,15
1859,2025-12-18,24
1859,2025-12-19,12
1859,2025-12-20,13
1859,2025-12-21,9
1895,2025-11-22,25
1895,2025-11-23,27
1895,2025-11-24,16
1895,2025-11-25,18
1895,2025-11-26,26
1895,2025-11-27,67
1895,2025-11-28,18
1895,2025-11-29,13
1895,2025-11-30,18
1895,2025-12-01,25
1895,2025-12-02,21
1895,2025-12-03,29
1895,2025-12-04,75
1895,2025-12-05,16
1895,2025-12-06,20
1895,2025-12-07,18
1895,2025-12-08,22
1895,2025-12-09,25
1895,2025-12-10,38
1895,2025-12-11,83
1895,2025-12-12,27
1895,2025-12-13,23
1895,2025-12-14,19
1895,2025-12-15,25
1895,2025-12-16,29
1895,2025-12-17,42
1895,2025-12-18,93
1895,2025-12-19,27
1895,2025-12-20,27
1895,2025-12-21,16
1916,2025-11-22,8
1916,2025-11-23,7
1916,2025-11-24,6
1916,2025-11-25,7
1916,2025-11-26,10
1916,2025-11-27,23
1916,2025-11-28,6
1916,2025-11-29,5
1916,2025-11-30,6
1916,2025-12-01,7
1916,2025-12-02,8
1916,2025-12-03,13
1916,2025-12-04,24
1916,2025-12-05,7
1916,2025-12-06,10
1916,2025-12-07,10
1916,2025-12-08,14
1916,2025-12-09,9
1916,2025-12-10,10
1916,2025-12-11,24
1916,2025-12-12,8
1916,2025-12-13,8
1916,2025-12-14,8
1916,2025-12-15,9
1916,2025-12-16,9
1916,2025-12-17,11
1916,2025-12-18,22
1916,2025-12-19,9
1916,2025-12-20,8
1916,2025-12-21,4
1931,2025-11-22,0
1931,2025-11-23,0
1931,2025-11-24,0
1931,2025-11-25,0
1931,2025-11-26,0
1931,2025-11-27,0
1931,2025-11-28,0
1931,2025-11-29,0
1931,2025-11-30,0
1931,2025-12-01,0
1931,2025-12-02,0
1931,2025-12-03,0
1931,2025-12-04,0
1931,2025-12-05,0
1931,2025-12-06,0
1931,2025-12-07,0
1931,2025-12-08,0
1931,2025-12-09,0
1931,2025-12-10,0
1931,2025-12-11,0
1931,2025-12-12,0
1931,2025-12-13,0
1931,2025-12-14,0
1931,2025-12-15,0
1931,2025-12-16,0
1931,2025-12-17,0
1931,2025-12-18,0
1931,2025-12-19,0
1931,2025-12-20,0
1931,2025-12-21,0
1960,2025-11-22,6
1960,2025-11-23,12
1960,2025-11-24,7
1960,2025-11-25,9
1960,2025-11-26,12
1960,2025-11-27,23
1960,2025-11-28,6
1960,2025-11-29,8
1960,2025-11-30,8
1960,2025-12-01,8
1960,2025-12-02,9
1960,2025-12-03,13
1960,2025-12-04,21
1960,2025-12-05,9
1960,2025-12-06,9
1960,2025-12-07,8
1960,2025-12-08,8
1960,2025-12-09,8
1960,2025-12-10,13
1960,2025-12-11,27
1960,2025-12-12,8
1960,2025-12-13,8
1960,2025-12-14,8
1960,2025-12-15,9
1960,2025-12-16,8
1960,2025-12-17,18
1960,2025-12-18,21
1960,2025-12-19,10
1960,2025-12-20,9
1960,2025-12-21,8
1986,2025-11-22,5
1986,2025-11-23,20
1986,2025-11-24,13
1986,2025-11-25,10
1986,2025-11-26,12
1986,2025-11-27,14
1986,2025-11-28,4
1986,2025-11-29,4
1986,2025-11-30,5
1986,2025-12-01,7
1986,2025-12-02,10
1986,2025-12-03,8
1986,2025-12-04,12
1986,2025-12-05,7
1986,2025-12-06,9
1986,2025-12-07,8
1986,2025-12-08,9
1986,2025-12-09,9
1986,2025-12-10,12
1986,2025-12-11,19
1986,2025-12-12,8
1986,2025-12-13,9
1986,2025-12-14,9
1986,2025-12-15,11
1986,2025-12-16,12
1986,2025-12-17,14
1986,2025-12-18,18
1986,2025-12-19,9
1986,2025-12-20,9
1986,2025-12-21,8
1996,2025-11-22,1
1996,2025-11-23,2
1996,2025-11-24,3
1996,2025-11-25,1
1996,2025-11-26,2
1996,2025-11-27,4
1996,2025-11-28,2
1996,2025-11-29,1
1996,2025-11-30,1
1996,2025-12-01,2
1996,2025-12-02,2
1996,2025-12-03,2
1996,2025-12-04,6
1996,2025-12-05,2
1996,2025-12-06,2
1996,2025-12-07,2
1996,2025-12-08,2
1996,2025-12-09,2
