city_code,city,province,checkin,observed_so_far,predicted_demand,predicted_remaining
2168,abrisham,isfahan,2025-12-01,1,2,1
2168,abrisham,isfahan,2025-12-02,0,0,0
2168,abrisham,isfahan,2025-12-03,0,1,1
2168,abrisham,isfahan,2025-12-04,0,1,1
2168,abrisham,isfahan,2025-12-05,0,0,0
2168,abrisham,isfahan,2025-12-06,0,2,2
2168,abrisham,isfahan,2025-12-07,0,1,1
2168,abrisham,isfahan,2025-12-08,0,1,1
2168,abrisham,isfahan,2025-12-09,0,1,1
2168,abrisham,isfahan,2025-12-10,0,2,2
2168,abrisham,isfahan,2025-12-11,0,2,2
2168,abrisham,isfahan,2025-12-12,0,1,1
2168,abrisham,isfahan,2025-12-13,0,1,1
2168,abrisham,isfahan,2025-12-14,0,1,1
2168,abrisham,isfahan,2025-12-15,1,3,2
2168,abrisham,isfahan,2025-12-16,0,2,2
2168,abrisham,isfahan,2025-12-17,0,2,2
2168,abrisham,isfahan,2025-12-18,0,2,2
2168,abrisham,isfahan,2025-12-19,0,2,2
2168,abrisham,isfahan,2025-12-20,0,2,2
2168,abrisham,isfahan,2025-12-21,0,1,1
9899,absard,tehran,2025-11-22,14,16,2
9899,absard,tehran,2025-11-23,13,19,6
9899,absard,tehran,2025-11-24,8,15,7
9899,absard,tehran,2025-11-25,10,21,11
9899,absard,tehran,2025-11-26,6,21,15
9899,absard,tehran,2025-11-27,19,74,55
9899,absard,tehran,2025-11-28,6,21,15
9899,absard,tehran,2025-11-29,6,16,10
9899,absard,tehran,2025-11-30,5,18,13
9899,absard,tehran,2025-12-01,7,22,15
9899,absard,tehran,2025-12-02,5,20,15
9899,absard,tehran,2025-12-03,10,39,29
9899,absard,tehran,2025-12-04,18,162,144
9899,absard,tehran,2025-12-05,2,27,25
9899,absard,tehran,2025-12-06,1,22,21
9899,absard,tehran,2025-12-07,1,23,22
9899,absard,tehran,2025-12-08,1,21,20
9899,absard,tehran,2025-12-09,2,22,20
9899,absard,tehran,2025-12-10,1,36,35
9899,absard,tehran,2025-12-11,8,160,152
9899,absard,tehran,2025-12-12,1,31,30
9899,absard,tehran,2025-12-13,1,21,20
9899,absard,tehran,2025-12-14,1,22,21
9899,absard,tehran,2025-12-15,1,27,26
9899,absard,tehran,2025-12-16,1,28,27
9899,absard,tehran,2025-12-17,2,48,46
9899,absard,tehran,2025-12-18,2,126,124
9899,absard,tehran,2025-12-19,1,36,35
9899,absard,tehran,2025-12-20,1,23,22
9899,absard,tehran,2025-12-21,4,20,16
1524,abu_musa,hormozgan,2025-11-22,11,11,0
1524,abu_musa,hormozgan,2025-11-23,11,11,0
1524,abu_musa,hormozgan,2025-11-24,11,12,1
1524,abu_musa,hormozgan,2025-11-25,13,14,1
1524,abu_musa,hormozgan,2025-11-26,11,13,2
1524,abu_musa,hormozgan,2025-11-27,7,8,1
1524,abu_musa,hormozgan,2025-11-28,3,4,1
1524,abu_musa,hormozgan,2025-11-29,2,4,2
1524,abu_musa,hormozgan,2025-11-30,7,9,2
1524,abu_musa,hormozgan,2025-12-01,3,5,2
1524,abu_musa,hormozgan,2025-12-02,1,3,2
1524,abu_musa,hormozgan,2025-12-03,4,7,3
1524,abu_musa,hormozgan,2025-12-04,3,7,4
1524,abu_musa,hormozgan,2025-12-05,0,0,0
1524,abu_musa,hormozgan,2025-12-06,0,0,0
1524,abu_musa,hormozgan,2025-12-07,0,0,0
1524,abu_musa,hormozgan,2025-12-08,0,0,0
1524,abu_musa,hormozgan,2025-12-09,0,0,0
1524,abu_musa,hormozgan,2025-12-10,3,7,4
1524,abu_musa,hormozgan,2025-12-11,1,3,2
1524,abu_musa,hormozgan,2025-12-12,0,0,0
1524,abu_musa,hormozgan,2025-12-13,0,0,0
1524,abu_musa,hormozgan,2025-12-14,1,4,3
1524,abu_musa,hormozgan,2025-12-15,2,8,6
1524,abu_musa,hormozgan,2025-12-16,3,10,7
1524,abu_musa,hormozgan,2025-12-17,3,10,7
1524,abu_musa,hormozgan,2025-12-18,2,9,7
1524,abu_musa,hormozgan,2025-12-19,1,4,3
1524,abu_musa,hormozgan,2025-12-20,0,0,0
1524,abu_musa,hormozgan,2025-12-21,0,0,0
8695,abyaneh,isfahan,2025-11-22,33,37,4
8695,abyaneh,isfahan,2025-11-23,58,72,14
8695,abyaneh,isfahan,2025-11-24,48,62,14
8695,abyaneh,isfahan,2025-11-25,45,62,17
8695,abyaneh,isfahan,2025-11-26,53,97,44
8695,abyaneh,isfahan,2025-11-27,51,132,81
8695,abyaneh,isfahan,2025-11-28,2,18,16
8695,abyaneh,isfahan,2025-11-29,2,18,16
8695,abyaneh,isfahan,2025-11-30,8,27,19
8695,abyaneh,isfahan,2025-12-01,4,28,24
8695,abyaneh,isfahan,2025-12-02,10,34,24
8695,abyaneh,isfahan,2025-12-03,14,55,41
8695,abyaneh,isfahan,2025-12-04,23,166,143
8695,abyaneh,isfahan,2025-12-05,8,35,27
8695,abyaneh,isfahan,2025-12-06,7,40,33
8695,abyaneh,isfahan,2025-12-07,5,34,29
8695,abyaneh,isfahan,2025-12-08,4,33,29
8695,abyaneh,isfahan,2025-12-09,5,38,33
8695,abyaneh,isfahan,2025-12-10,3,56,53
8695,abyaneh,isfahan,2025-12-11,3,145,142
8695,abyaneh,isfahan,2025-12-12,0,32,32
8695,abyaneh,isfahan,2025-12-13,1,31,30
8695,abyaneh,isfahan,2025-12-14,8,33,25
8695,abyaneh,isfahan,2025-12-15,0,37,37
8695,abyaneh,isfahan,2025-12-16,1,43,42
8695,abyaneh,isfahan,2025-12-17,0,64,64
8695,abyaneh,isfahan,2025-12-18,7,132,125
8695,abyaneh,isfahan,2025-12-19,1,43,42
8695,abyaneh,isfahan,2025-12-20,3,36,33
8695,abyaneh,isfahan,2025-12-21,0,23,23
7896,ahmadabade_mostowfi,tehran,2025-11-22,14,17,3
7896,ahmadabade_mostowfi,tehran,2025-11-23,17,24,7
7896,ahmadabade_mostowfi,tehran,2025-11-24,12,22,10
7896,ahmadabade_mostowfi,tehran,2025-11-25,21,34,13
7896,ahmadabade_mostowfi,tehran,2025-11-26,17,31,14
7896,ahmadabade_mostowfi,tehran,2025-11-27,64,118,54
7896,ahmadabade_mostowfi,tehran,2025-11-28,6,21,15
7896,ahmadabade_mostowfi,tehran,2025-11-29,5,18,13
7896,ahmadabade_mostowfi,tehran,2025-11-30,7,21,14
7896,ahmadabade_mostowfi,tehran,2025-12-01,5,21,16
7896,ahmadabade_mostowfi,tehran,2025-12-02,6,22,16
7896,ahmadabade_mostowfi,tehran,2025-12-03,6,27,21
7896,ahmadabade_mostowfi,tehran,2025-12-04,26,127,101
7896,ahmadabade_mostowfi,tehran,2025-12-05,3,26,23
7896,ahmadabade_mostowfi,tehran,2025-12-06,10,31,21
7896,ahmadabade_mostowfi,tehran,2025-12-07,9,30,21
7896,ahmadabade_mostowfi,tehran,2025-12-08,3,23,20
7896,ahmadabade_mostowfi,tehran,2025-12-09,3,23,20
7896,ahmadabade_mostowfi,tehran,2025-12-10,3,28,25
7896,ahmadabade_mostowfi,tehran,2025-12-11,13,108,95
7896,ahmadabade_mostowfi,tehran,2025-12-12,4,33,29
7896,ahmadabade_mostowfi,tehran,2025-12-13,3,24,21
7896,ahmadabade_mostowfi,tehran,2025-12-14,3,23,20
7896,ahmadabade_mostowfi,tehran,2025-12-15,3,29,26
7896,ahmadabade_mostowfi,tehran,2025-12-16,3,29,26
7896,ahmadabade_mostowfi,tehran,2025-12-17,3,32,29
7896,ahmadabade_mostowfi,tehran,2025-12-18,20,104,84
7896,ahmadabade_mostowfi,tehran,2025-12-19,1,32,31
7896,ahmadabade_mostowfi,tehran,2025-12-20,1,23,22
7896,ahmadabade_mostowfi,tehran,2025-12-21,3,21,18
4541,ahmadsargoorab,gilan,2025-11-22,0,0,0
4541,ahmadsargoorab,gilan,2025-11-23,0,0,0
4541,ahmadsargoorab,gilan,2025-11-24,2,2,0
4541,ahmadsargoorab,gilan,2025-11-25,3,3,0
4541,ahmadsargoorab,gilan,2025-11-26,1,2,1
4541,ahmadsargoorab,gilan,2025-11-27,1,3,2
4541,ahmadsargoorab,gilan,2025-11-28,0,0,0
4541,ahmadsargoorab,gilan,2025-11-29,0,0,0
4541,ahmadsargoorab,gilan,2025-11-30,0,0,0
4541,ahmadsargoorab,gilan,2025-12-01,0,0,0
4541,ahmadsargoorab,gilan,2025-12-02,2,2,0
4541,ahmadsargoorab,gilan,2025-12-03,0,1,1
4541,ahmadsargoorab,gilan,2025-12-04,0,2,2
4541,ahmadsargoorab,gilan,2025-12-05,0,0,0
4541,ahmadsargoorab,gilan,2025-12-06,0,1,1
4541,ahmadsargoorab,gilan,2025-12-07,0,0,0
4541,ahmadsargoorab,gilan,2025-12-08,0,0,0
4541,ahmadsargoorab,gilan,2025-12-09,2,3,1
4541,ahmadsargoorab,gilan,2025-12-10,0,1,1
4541,ahmadsargoorab,gilan,2025-12-11,0,2,2
4541,ahmadsargoorab,gilan,2025-12-12,0,0,0
4541,ahmadsargoorab,gilan,2025-12-13,0,0,0
4541,ahmadsargoorab,gilan,2025-12-14,0,0,0
4541,ahmadsargoorab,gilan,2025-12-15,0,0,0
4541,ahmadsargoorab,gilan,2025-12-16,0,0,0
4541,ahmadsargoorab,gilan,2025-12-17,0,1,1
4541,ahmadsargoorab,gilan,2025-12-18,0,1,1
4541,ahmadsargoorab,gilan,2025-12-19,0,1,1
4541,ahmadsargoorab,gilan,2025-12-20,0,0,0
4541,ahmadsargoorab,gilan,2025-12-21,0,0,0
3933,alasht,mazandaran,2025-11-22,52,56,4
3933,alasht,mazandaran,2025-11-23,43,52,9
3933,alasht,mazandaran,2025-11-24,17,25,8
3933,alasht,mazandaran,2025-11-25,16,26,10
3933,alasht,mazandaran,2025-11-26,19,40,21
3933,alasht,mazandaran,2025-11-27,26,93,67
3933,alasht,mazandaran,2025-11-28,0,10,10
3933,alasht,mazandaran,2025-11-29,1,11,10
3933,alasht,mazandaran,2025-11-30,3,18,15
3933,alasht,mazandaran,2025-12-01,5,18,13
3933,alasht,mazandaran,2025-12-02,2,18,16
3933,alasht,mazandaran,2025-12-03,16,53,37
3933,alasht,mazandaran,2025-12-04,17,155,138
3933,alasht,mazandaran,2025-12-05,3,26,23
3933,alasht,mazandaran,2025-12-06,7,26,19
3933,alasht,mazandaran,2025-12-07,6,23,17
3933,alasht,mazandaran,2025-12-08,2,20,18
3933,alasht,mazandaran,2025-12-09,3,23,20
3933,alasht,mazandaran,2025-12-10,6,39,33
3933,alasht,mazandaran,2025-12-11,10,140,130
3933,alasht,mazandaran,2025-12-12,2,23,21
3933,alasht,mazandaran,2025-12-13,1,19,18
3933,alasht,mazandaran,2025-12-14,1,17,16
3933,alasht,mazandaran,2025-12-15,1,19,18
3933,alasht,mazandaran,2025-12-16,2,23,21
3933,alasht,mazandaran,2025-12-17,8,54,46
3933,alasht,mazandaran,2025-12-18,8,106,98
3933,alasht,mazandaran,2025-12-19,1,27,26
3933,alasht,mazandaran,2025-12-20,1,19,18
3933,alasht,mazandaran,2025-12-21,0,12,12
1297,alavijeh,isfahan,2025-11-22,0,0,0
1297,alavijeh,isfahan,2025-11-23,0,0,0
1297,alavijeh,isfahan,2025-11-24,0,0,0
1297,alavijeh,isfahan,2025-11-25,0,0,0
1297,alavijeh,isfahan,2025-11-26,1,1,0
1297,alavijeh,isfahan,2025-11-27,1,2,1
1297,alavijeh,isfahan,2025-11-28,0,0,0
1297,alavijeh,isfahan,2025-11-29,0,0,0
1297,alavijeh,isfahan,2025-11-30,0,0,0
1297,alavijeh,isfahan,2025-12-01,0,0,0
1297,alavijeh,isfahan,2025-12-02,0,0,0
1297,alavijeh,isfahan,2025-12-03,0,0,0
1297,alavijeh,isfahan,2025-12-04,0,0,0
1297,alavijeh,isfahan,2025-12-05,0,0,0
1297,alavijeh,isfahan,2025-12-06,0,0,0
1297,alavijeh,isfahan,2025-12-07,0,0,0
1297,alavijeh,isfahan,2025-12-08,0,0,0
1297,alavijeh,isfahan,2025-12-09,0,0,0
1297,alavijeh,isfahan,2025-12-10,0,0,0
1297,alavijeh,isfahan,2025-12-11,0,1,1
1297,alavijeh,isfahan,2025-12-12,0,0,0
1297,alavijeh,isfahan,2025-12-13,0,0,0
1297,alavijeh,isfahan,2025-12-14,0,0,0
1297,alavijeh,isfahan,2025-12-15,0,0,0
1297,alavijeh,isfahan,2025-12-16,0,1,1
1297,alavijeh,isfahan,2025-12-17,0,1,1
1297,alavijeh,isfahan,2025-12-18,0,1,1
1297,alavijeh,isfahan,2025-12-19,0,0,0
1297,alavijeh,isfahan,2025-12-20,0,0,0
1297,alavijeh,isfahan,2025-12-21,0,0,0
2894,amirkola,mazandaran,2025-11-22,0,0,0
2894,amirkola,mazandaran,2025-11-23,0,0,0
2894,amirkola,mazandaran,2025-11-24,0,0,0
2894,amirkola,mazandaran,2025-11-25,0,0,0
2894,amirkola,mazandaran,2025-11-26,0,0,0
2894,amirkola,mazandaran,2025-11-27,0,0,0
2894,amirkola,mazandaran,2025-11-28,0,0,0
2894,amirkola,mazandaran,2025-11-29,0,0,0
2894,amirkola,mazandaran,2025-11-30,0,0,0
2894,amirkola,mazandaran,2025-12-01,0,0,0
2894,amirkola,mazandaran,2025-12-02,0,0,0
2894,amirkola,mazandaran,2025-12-03,0,0,0
2894,amirkola,mazandaran,2025-12-04,0,0,0
2894,amirkola,mazandaran,2025-12-05,0,0,0
2894,amirkola,mazandaran,2025-12-06,0,0,0
2894,amirkola,mazandaran,2025-12-07,0,0,0
2894,amirkola,mazandaran,2025-12-08,0,0,0
2894,amirkola,mazandaran,2025-12-09,0,0,0
2894,amirkola,mazandaran,2025-12-10,0,0,0
2894,amirkola,mazandaran,2025-12-11,0,0,0
2894,amirkola,mazandaran,2025-12-12,0,0,0
2894,amirkola,mazandaran,2025-12-13,0,0,0
2894,amirkola,mazandaran,2025-12-14,0,0,0
2894,amirkola,mazandaran,2025-12-15,0,0,0
2894,amirkola,mazandaran,2025-12-16,0,0,0
2894,amirkola,mazandaran,2025-12-17,0,0,0
2894,amirkola,mazandaran,2025-12-18,0,0,0
2894,amirkola,mazandaran,2025-12-19,0,0,0
2894,amirkola,mazandaran,2025-12-20,0,0,0
2894,amirkola,mazandaran,2025-12-21,0,0,0
5947,amlash,gilan,2025-11-22,137,154,17
5947,amlash,gilan,2025-11-23,97,124,27
5947,amlash,gilan,2025-11-24,91,127,36
5947,amlash,gilan,2025-11-25,89,139,50
5947,amlash,gilan,2025-11-26,133,232,99
5947,amlash,gilan,2025-11-27,91,218,127
5947,amlash,gilan,2025-11-28,20,50,30
5947,amlash,gilan,2025-11-29,17,49,32
5947,amlash,gilan,2025-11-30,17,58,41
5947,amlash,gilan,2025-12-01,16,55,39
5947,amlash,gilan,2025-12-02,21,74,53
5947,amlash,gilan,2025-12-03,31,129,98
5947,amlash,gilan,2025-12-04,17,190,173
5947,amlash,gilan,2025-12-05,10,60,50
5947,amlash,gilan,2025-12-06,12,67,55
5947,amlash,gilan,2025-12-07,12,63,51
5947,amlash,gilan,2025-12-08,14,66,52
5947,amlash,gilan,2025-12-09,10,64,54
5947,amlash,gilan,2025-12-10,14,101,87
5947,amlash,gilan,2025-12-11,17,211,194
5947,amlash,gilan,2025-12-12,8,67,59
5947,amlash,gilan,2025-12-13,0,41,41
5947,amlash,gilan,2025-12-14,1,40,39
5947,amlash,gilan,2025-12-15,6,55,49
5947,amlash,gilan,2025-12-16,3,60,57
5947,amlash,gilan,2025-12-17,0,76,76
5947,amlash,gilan,2025-12-18,4,141,137
5947,amlash,gilan,2025-12-19,0,56,56
5947,amlash,gilan,2025-12-20,0,42,42
5947,amlash,gilan,2025-12-21,0,29,29
2195,amol,mazandaran,2025-11-22,618,736,118
2195,amol,mazandaran,2025-11-23,540,762,222
2195,amol,mazandaran,2025-11-24,406,661,255
2195,amol,mazandaran,2025-11-25,339,679,340
2195,amol,mazandaran,2025-11-26,439,1057,618
2195,amol,mazandaran,2025-11-27,489,1393,904
2195,amol,mazandaran,2025-11-28,130,481,351
2195,amol,mazandaran,2025-11-29,153,484,331
2195,amol,mazandaran,2025-11-30,119,496,377
2195,amol,mazandaran,2025-12-01,98,454,356
2195,amol,mazandaran,2025-12-02,103,522,419
2195,amol,mazandaran,2025-12-03,136,780,644
2195,amol,mazandaran,2025-12-04,143,1355,1212
2195,amol,mazandaran,2025-12-05,77,636,559
2195,amol,mazandaran,2025-12-06,96,482,386
2195,amol,mazandaran,2025-12-07,104,527,423
2195,amol,mazandaran,2025-12-08,122,574,452
2195,amol,mazandaran,2025-12-09,90,515,425
2195,amol,mazandaran,2025-12-10,96,731,635
2195,amol,mazandaran,2025-12-11,79,1305,1226
2195,amol,mazandaran,2025-12-12,61,552,491
2195,amol,mazandaran,2025-12-13,73,476,403
2195,amol,mazandaran,2025-12-14,41,383,342
2195,amol,mazandaran,2025-12-15,40,446,406
2195,amol,mazandaran,2025-12-16,39,491,452
2195,amol,mazandaran,2025-12-17,45,679,634
2195,amol,mazandaran,2025-12-18,41,988,947
2195,amol,mazandaran,2025-12-19,23,561,538
2195,amol,mazandaran,2025-12-20,20,426,406
2195,amol,mazandaran,2025-12-21,28,321,293
6197,anarak,isfahan,2025-11-22,4,4,0
6197,anarak,isfahan,2025-11-23,4,4,0
6197,anarak,isfahan,2025-11-24,0,0,0
6197,anarak,isfahan,2025-11-25,4,4,0
6197,anarak,isfahan,2025-11-26,0,0,0
6197,anarak,isfahan,2025-11-27,0,0,0
6197,anarak,isfahan,2025-11-28,0,0,0
6197,anarak,isfahan,2025-11-29,0,0,0
6197,anarak,isfahan,2025-11-30,0,0,0
6197,anarak,isfahan,2025-12-01,0,0,0
6197,anarak,isfahan,2025-12-02,0,0,0
6197,anarak,isfahan,2025-12-03,0,0,0
6197,anarak,isfahan,2025-12-04,1,4,3
6197,anarak,isfahan,2025-12-05,0,0,0
6197,anarak,isfahan,2025-12-06,0,0,0
6197,anarak,isfahan,2025-12-07,0,0,0
6197,anarak,isfahan,2025-12-08,0,0,0
6197,anarak,isfahan,2025-12-09,0,0,0
6197,anarak,isfahan,2025-12-10,0,0,0
6197,anarak,isfahan,2025-12-11,0,0,0
6197,anarak,isfahan,2025-12-12,0,0,0
6197,anarak,isfahan,2025-12-13,0,0,0
6197,anarak,isfahan,2025-12-14,0,0,0
6197,anarak,isfahan,2025-12-15,0,0,0
6197,anarak,isfahan,2025-12-16,0,0,0
6197,anarak,isfahan,2025-12-17,0,0,0
6197,anarak,isfahan,2025-12-18,0,0,0
6197,anarak,isfahan,2025-12-19,0,0,0
6197,anarak,isfahan,2025-12-20,0,0,0
6197,anarak,isfahan,2025-12-21,0,0,0
3312,andisheh,tehran,2025-11-22,41,51,10
3312,andisheh,tehran,2025-11-23,43,64,21
3312,andisheh,tehran,2025-11-24,28,51,23
3312,andisheh,tehran,2025-11-25,21,44,23
3312,andisheh,tehran,2025-11-26,23,55,32
3312,andisheh,tehran,2025-11-27,25,75,50
3312,andisheh,tehran,2025-11-28,14,42,28
3312,andisheh,tehran,2025-11-29,11,42,31
3312,andisheh,tehran,2025-11-30,17,57,40
3312,andisheh,tehran,2025-12-01,10,45,35
3312,andisheh,tehran,2025-12-02,8,46,38
3312,andisheh,tehran,2025-12-03,7,46,39
3312,andisheh,tehran,2025-12-04,8,77,69
3312,andisheh,tehran,2025-12-05,9,58,49
3312,andisheh,tehran,2025-12-06,12,66,54
3312,andisheh,tehran,2025-12-07,8,58,50
3312,andisheh,tehran,2025-12-08,8,56,48
3312,andisheh,tehran,2025-12-09,7,57,50
3312,andisheh,tehran,2025-12-10,6,58,52
3312,andisheh,tehran,2025-12-11,12,122,110
3312,andisheh,tehran,2025-12-12,12,71,59
3312,andisheh,tehran,2025-12-13,12,71,59
3312,andisheh,tehran,2025-12-14,4,57,53
3312,andisheh,tehran,2025-12-15,6,69,63
3312,andisheh,tehran,2025-12-16,6,70,64
3312,andisheh,tehran,2025-12-17,4,68,64
3312,andisheh,tehran,2025-12-18,6,99,93
3312,andisheh,tehran,2025-12-19,3,65,62
3312,andisheh,tehran,2025-12-20,2,58,56
3312,andisheh,tehran,2025-12-21,0,46,46
4397,aran_va_bidgol,isfahan,2025-11-22,6,6,0
4397,aran_va_bidgol,isfahan,2025-11-23,6,8,2
4397,aran_va_bidgol,isfahan,2025-11-24,1,3,2
4397,aran_va_bidgol,isfahan,2025-11-25,1,3,2
4397,aran_va_bidgol,isfahan,2025-11-26,3,9,6
4397,aran_va_bidgol,isfahan,2025-11-27,9,23,14
4397,aran_va_bidgol,isfahan,2025-11-28,4,8,4
4397,aran_va_bidgol,isfahan,2025-11-29,0,4,4
4397,aran_va_bidgol,isfahan,2025-11-30,0,5,5
4397,aran_va_bidgol,isfahan,2025-12-01,1,6,5
4397,aran_va_bidgol,isfahan,2025-12-02,0,6,6
4397,aran_va_bidgol,isfahan,2025-12-03,2,11,9
4397,aran_va_bidgol,isfahan,2025-12-04,4,33,29
4397,aran_va_bidgol,isfahan,2025-12-05,4,13,9
4397,aran_va_bidgol,isfahan,2025-12-06,0,8,8
4397,aran_va_bidgol,isfahan,2025-12-07,0,7,7
4397,aran_va_bidgol,isfahan,2025-12-08,0,7,7
4397,aran_va_bidgol,isfahan,2025-12-09,0,7,7
4397,aran_va_bidgol,isfahan,2025-12-10,5,23,18
4397,aran_va_bidgol,isfahan,2025-12-11,0,38,38
4397,aran_va_bidgol,isfahan,2025-12-12,0,10,10
4397,aran_va_bidgol,isfahan,2025-12-13,0,8,8
4397,aran_va_bidgol,isfahan,2025-12-14,0,7,7
4397,aran_va_bidgol,isfahan,2025-12-15,0,10,10
4397,aran_va_bidgol,isfahan,2025-12-16,0,10,10
4397,aran_va_bidgol,isfahan,2025-12-17,0,18,18
4397,aran_va_bidgol,isfahan,2025-12-18,2,43,41
4397,aran_va_bidgol,isfahan,2025-12-19,0,12,12
4397,aran_va_bidgol,isfahan,2025-12-20,0,9,9
4397,aran_va_bidgol,isfahan,2025-12-21,0,6,6
1986,ardestan,isfahan,2025-11-22,4,6,2
1986,ardestan,isfahan,2025-11-23,15,20,5
1986,ardestan,isfahan,2025-11-24,8,13,5
1986,ardestan,isfahan,2025-11-25,5,10,5
1986,ardestan,isfahan,2025-11-26,4,13,9
1986,ardestan,isfahan,2025-11-27,3,14,11
1986,ardestan,isfahan,2025-11-28,0,4,4
1986,ardestan,isfahan,2025-11-29,0,5,5
