city_code,city,province,observed_so_far,predicted_demand,predicted_remaining,forecast_share,observed_share,pickup_ratio,peak_checkin,owner,action,required_before_spend,evidence_status,priority_reason
3914,meygoon,tehran,714,4916,4202,0.0005885474132646806,0.145240032546786,0.9249086680256768,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3140,taleqan,alborz,762,4915,4153,0.0005884276924727228,0.1550356052899288,1.067681540982798,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6752,marzanabad,mazandaran,1088,4555,3467,0.0005453282073679048,0.23885839736553238,0.7956871504740253,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6095,khvansar,isfahan,1425,4471,3046,0.0005352716608434474,0.3187206441511966,0.8812543404419027,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
1496,kelarabad,mazandaran,991,4332,3341,0.0005186304707613093,0.22876269621421977,0.9707998506184071,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7766,fardis,alborz,1259,4063,2804,0.00048642557772465367,0.3098695545163672,0.7847971486572152,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2969,pardis,tehran,913,4033,3120,0.00048283395396591885,0.2263823456484007,0.9450787397094287,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
2728,lavan,hormozgan,1930,3910,1980,0.00046810829655510606,0.4936061381074169,1.0865701605182747,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
3217,bumehen,tehran,572,3584,3012,0.00042907931837685425,0.15959821428571427,0.92911089630508,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
4161,sangar,gilan,831,3551,2720,0.0004251285322422459,0.23401858631371444,1.417584127771214,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7228,zirab,mazandaran,997,3480,2483,0.00041662835601324015,0.2864942528735632,1.2273708740145661,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8271,kiashahr,gilan,890,3443,2553,0.00041219868671080054,0.25849549811211153,1.418846437962207,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7049,astaneh_ye_ashrafiyeh,gilan,1019,3413,2394,0.0004086070629520657,0.2985643129211837,1.1076343811578986,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
7252,shahrak_e_daryakenar,mazandaran,1056,3365,2309,0.00040286046493809,0.3138187221396731,0.9248783218355247,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6662,varamin,tehran,827,3316,2489,0.0003969941461321564,0.2493968636911942,0.7716042811249936,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9091,deylaman,gilan,875,3021,2146,0.00036167651250459726,0.2896391923204237,0.9811891806301978,2025-12-04,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5947,amlash,gilan,888,2838,1950,0.0003397676075763148,0.3128964059196617,1.1558674608173025,2025-11-26,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5720,shandiz,khorasan_razavi,612,2732,2120,0.0003270772036287851,0.2240117130307467,1.1774171095063564,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8837,shiroud,mazandaran,898,2686,1788,0.00032157004719872504,0.3343261355174981,0.9568200419507249,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
9880,chadegan,isfahan,627,2663,2036,0.000318816468983695,0.23544874202027788,1.0855515696392968,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
5244,hashtgerd,alborz,532,2609,2077,0.0003123515462179723,0.20390954388654656,0.7577809747820233,2025-12-11,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
8840,khezer_shahr,mazandaran,815,2565,1750,0.00030708383137182787,0.31773879142300193,1.1050404589190053,2025-11-27,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
6037,eslamshahr,tehran,601,2542,1941,0.00030433025315679783,0.23642800944138473,0.7782231325102449,2025-12-18,Destination growth analyst,Review destination content and campaign calendar,"Join conversion, available inventory, margin and campaign cost; run a controlled pilot",Historical forecast; analyst review required,Ranked by forecast search volume; pickup ratio is supporting evidence
